subject,subject_id,paper_code,phase,question_number,display_order,source_question_ref,topic,microtopic,microtopic_slug,question_id,stem_excerpt
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,8,8,CK-2023-Q008,"Hardware, Peripherals and Storage","Microprocessors, registers and digital logic",ck-microprocessors-registers-and-digital-logic-abc4b913,,Q.8 Which of the following companies are involved in the production of microprocessors?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,9,9,CK-2023-Q009,Operating Systems and File Management,"Operating systems, utilities and system software",ck-operating-systems-utilities-and-system-software-97034c9c,,Q.9 What is the primary purpose of a Task Manager? (1) Managing tasks in a project or workflow (2) Monitoring the perfor
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,10,10,CK-2023-Q010,Networking and the Internet,Web browsers and browsing privacy,ck-web-browsers-and-browsing-privacy-dc79e064,,Q.10 Which statement accurately defines the scenario when we download documents in incognito mode? is closed.
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,11,11,CK-2023-Q011,"Hardware, Peripherals and Storage",Memory types and the memory hierarchy,ck-memory-types-and-the-memory-hierarchy-dbad8600,,"Q.11 What is the accurate sequence for memory speed, ranging from fastest to slowest?"
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,12,12,CK-2023-Q012,Networking and the Internet,Email fields and conventions,ck-email-fields-and-conventions-a8a98e6b,,Q.12 What is the full form of BCC?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,13,13,CK-2023-Q013,"Hardware, Peripherals and Storage",Input devices and pointing hardware,ck-input-devices-and-pointing-hardware-29b27c37,,Q.13 Which of the following is the primary use of a stylus input device?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,14,14,CK-2023-Q014,Computer Fundamentals and Evolution,Generations of computers and hardware evolution,ck-generations-of-computers-and-hardware-evolution-c0d1c6dd,,Q.14 What technological advancement addressed the issues that were associated with vacuum tubes?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,15,15,CK-2023-Q015,Computer Fundamentals and Evolution,Emerging computing paradigms,ck-emerging-computing-paradigms-7430a4af,,Q.15 Which of these options employs qubits in its operation?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,16,16,CK-2023-Q016,"Hardware, Peripherals and Storage","Printers, printing metrics and display hardware",ck-printers-printing-metrics-and-display-hardware-67bde690,,Q. 16 What type of printer is typically employed in office settings for the purpose of producing high volumes of documen
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,17,17,CK-2023-Q017,"Hardware, Peripherals and Storage",Input devices and pointing hardware,ck-input-devices-and-pointing-hardware-29b27c37,,Q. 17 The action of dragging two fingers across the touchpad of the laptop is used for?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,18,18,CK-2023-Q018,Computer Fundamentals and Evolution,Pioneers and landmarks in computing history,ck-pioneers-and-landmarks-in-computing-history-7da86b59,,Q. 18- Who is credited with pioneering the first electronic computer?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,19,19,CK-2023-Q019,"Hardware, Peripherals and Storage","Storage media, capacity and compression",ck-storage-media-capacity-and-compression-6859be60,,Q. 19 What is the full form of CD-R?
Computer Knowledge,0f2ac69b-bd39-422e-bb0d-a81ac4ad3057,NABARD-P1-COMPUTER-KNOWLEDGE-2023,1,20,20,CK-2023-Q020,Operating Systems and File Management,Windows shortcuts and desktop navigation,ck-windows-shortcuts-and-desktop-navigation-030741a2,,Q. 20 What keyboard shortcut can be used to switch between windows while using a virtual desktop?
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,91,1,DM-2021-Q091,Group Decision Making and Communication,Structured group decision-making techniques,dm-structured-group-decision-making-techniques-3008c348,,"Q.91) Which is a structured method of group decision making which allows a rich generation of original ideas, behavioura"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,92,2,DM-2021-Q092,Decision Models and Rationality,Steps in the decision-making process,dm-steps-in-the-decision-making-process-0df42d5e,,Q.92) With a view to improve the process and outcomes of future decisions decision makers generally assess both outcome 
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,93,3,DM-2021-Q093,Decision Models and Rationality,Types of decisions and decision levels,dm-types-of-decisions-and-decision-levels-89e1bfd5,,"Q.93) Managers sometimes make decisions based on skills, knowledge & training. Such decisions are known as-"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,94,4,DM-2021-Q094,"Decision Styles, Leadership and Organisational Context",Individual and organisational factors affecting decisions,dm-individual-and-organisational-factors-affecting-decisions-8af4dac7,,Q.94) Which of the following is an individual level factor that can affect process of decision making in an organisation
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,95,5,DM-2021-Q095,Analytical Tools and Techniques,Root cause analysis and problem-solving tools,dm-root-cause-analysis-and-problem-solving-tools-a1ae3806,,Q.95) Method of determining the root cause of the problem uses Boolean logic to determine cause of the problem in any un
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,96,6,DM-2021-Q096,Cognitive Biases and Barriers to Decision Making,Selective perception and similarity bias,dm-selective-perception-and-similarity-bias-e03616b7,,Q.96) When a decision making wrongly comprises of two situations because of perceived similarity or evaluates an event w
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,97,7,DM-2021-Q097,"Decision Styles, Leadership and Organisational Context",Decision theories from allied disciplines,dm-decision-theories-from-allied-disciplines-2f9e04a5,,"Q.97) Which decision making theory was put forward, based on how the game of chess is played, and an individual’s relati"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,98,8,DM-2021-Q098,Group Decision Making and Communication,Structured group decision-making techniques,dm-structured-group-decision-making-techniques-3008c348,,Q.98) Decision making technique useful in motivating participation in group decisions and which encourages all members t
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,99,9,DM-2021-Q099,Cognitive Biases and Barriers to Decision Making,Overconfidence and status-quo bias,dm-overconfidence-and-status-quo-bias-05d95d99,,Q.99) Tendency to maintain things as they are even when that may be significantly less than the optimal is termed as -
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2021,1,100,10,DM-2021-Q100,"Decision Styles, Leadership and Organisational Context",Decision-making styles and leadership approaches,dm-decision-making-styles-and-leadership-approaches-b2d84bc0,,Q.100) Leadership style where leader uses knowledge and past experience to reach a decision without seeking information 
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,91,1,DM-2022-Q091,Group Decision Making and Communication,Structured group decision-making techniques,dm-structured-group-decision-making-techniques-3008c348,,Q.91) Which of the following techniques of decision making involves a process for arriving at an evaluation of decisions
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,92,2,DM-2022-Q092,Decision Models and Rationality,Types of decisions and decision levels,dm-types-of-decisions-and-decision-levels-89e1bfd5,,Q.92) Which type of a decision would it be when an employee in a company is working out a schedule to ensure that all th
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,93,3,DM-2022-Q093,Cognitive Biases and Barriers to Decision Making,"Anchoring, framing and presentation effects",dm-anchoring-framing-and-presentation-effects-f98cb084,,Q.93) What type of bias relies too heavily on one piece of information in making a final decision?
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,94,4,DM-2022-Q094,Decision Models and Rationality,Bounded rationality and limits on information processing,dm-bounded-rationality-and-limits-on-information-processing-5f6bbc58,,Q.94) A manager's freedom to make totally rational decisions is restricted by internal and external environmental factor
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,95,5,DM-2022-Q095,Decision Models and Rationality,Rational decision-making model and its assumptions,dm-rational-decision-making-model-and-its-assumptions-4e7de69b,,Q.95) A decision is said to be rational when it is based on _______.
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,96,6,DM-2022-Q096,Cognitive Biases and Barriers to Decision Making,"Anchoring, framing and presentation effects",dm-anchoring-framing-and-presentation-effects-f98cb084,,Q.96) The propensity of a decision maker to be influenced by the manner in which the information is presented to him/her
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,97,7,DM-2022-Q097,Group Decision Making and Communication,Structured group decision-making techniques,dm-structured-group-decision-making-techniques-3008c348,,Q.97) Discussing a problem face to face with open mind by a group of selected persons is known as _________
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,98,8,DM-2022-Q098,Decision Models and Rationality,Bounded rationality and limits on information processing,dm-bounded-rationality-and-limits-on-information-processing-5f6bbc58,,Q.98) __________ emerges when decision makers have limits on their ability to assimilate large amounts of information.
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,99,9,DM-2022-Q099,"Decision Styles, Leadership and Organisational Context",Decision theories from allied disciplines,dm-decision-theories-from-allied-disciplines-2f9e04a5,,Q.99) Prospect theory of decision making is given by ________.
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-EVENING,1,100,10,DM-2022-Q100,Decision Models and Rationality,Steps in the decision-making process,dm-steps-in-the-decision-making-process-0df42d5e,,Q.100)Manish is going on a vacation and needs to book a hotel. He shortlists 3 hotels and is now comparing them on the b
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,91,1,DM-2022-Q091,Analytical Tools and Techniques,Quantitative methods and analytics in decision making,dm-quantitative-methods-and-analytics-in-decision-making-701a2eb5,,Q.91) Which of the following is a quantitative method of decision making?
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,92,2,DM-2022-Q092,Cognitive Biases and Barriers to Decision Making,Selective perception and similarity bias,dm-selective-perception-and-similarity-bias-e03616b7,,"Q.92) Tendency to see a particular situation or issue from chosen perspective, influencing our ability to understand alt"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,93,3,DM-2022-Q093,Analytical Tools and Techniques,Root cause analysis and problem-solving tools,dm-root-cause-analysis-and-problem-solving-tools-a1ae3806,,Q.93) Which of the following problem-solving tools is a visual means of displaying the sequence of activities and decisi
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,94,4,DM-2022-Q094,Cognitive Biases and Barriers to Decision Making,"Anchoring, framing and presentation effects",dm-anchoring-framing-and-presentation-effects-f98cb084,,Q.94) One of the barriers to good decision making is setting out to solve wrong problem because we have created a mental
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,95,5,DM-2022-Q095,Analytical Tools and Techniques,Quantitative methods and analytics in decision making,dm-quantitative-methods-and-analytics-in-decision-making-701a2eb5,,Q.95) The type of Data Analytics which is used to make forecasts about future trends and answer the question ‘What might
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,96,6,DM-2022-Q096,Analytical Tools and Techniques,Heuristics and judgemental problems,dm-heuristics-and-judgemental-problems-098fa72f,,Q.96) Most ‘judgemental problems’ are solved by
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,97,7,DM-2022-Q097,Analytical Tools and Techniques,Root cause analysis and problem-solving tools,dm-root-cause-analysis-and-problem-solving-tools-a1ae3806,,"Q.97) In Root Cause Analysis (RCA), which of the following is the cause in case people did something wrong or did not do"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,98,8,DM-2022-Q098,Group Decision Making and Communication,"Communication, conflict and delay in group decisions",dm-communication-conflict-and-delay-in-group-decisions-2de1c775,,Q.98) Effective communication during decision making process will help to minimize
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,99,9,DM-2022-Q099,Cognitive Biases and Barriers to Decision Making,Overconfidence and status-quo bias,dm-overconfidence-and-status-quo-bias-05d95d99,,"Q.99) Overconfidence about our judgement abilities and prediction accuracy, as we remember our successes and quickly for"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2022-MORNING,1,100,10,DM-2022-Q100,"Decision Styles, Leadership and Organisational Context",Decision-making styles and leadership approaches,dm-decision-making-styles-and-leadership-approaches-b2d84bc0,,Q.100) Which of the following decision making style is suitable for a leader where there are more than one right answer 
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,1,1,DM-2023-Q001,Analytical Tools and Techniques,Root cause analysis and problem-solving tools,dm-root-cause-analysis-and-problem-solving-tools-a1ae3806,,"Q.1) What technique is used to identify the most important factors that contribute to a particular problem or outcome, b"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,2,2,DM-2023-Q002,Cognitive Biases and Barriers to Decision Making,Confirmation bias and debiasing strategies,dm-confirmation-bias-and-debiasing-strategies-0567e8ea,,Q.2) What strategies can individuals employ to mitigate confirmation bias in their decisionmaking processes?
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,3,3,DM-2023-Q003,Group Decision Making and Communication,"Communication, conflict and delay in group decisions",dm-communication-conflict-and-delay-in-group-decisions-2de1c775,,Q.3) What are the key factors contributing to procrastination in the decision-making process among the following options
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,4,4,DM-2023-Q004,Group Decision Making and Communication,Structured group decision-making techniques,dm-structured-group-decision-making-techniques-3008c348,,Q.4) What is the term for a methodology that utilizes a panel of experts who provide anonymous responses to structured q
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,5,5,DM-2023-Q005,"Decision Styles, Leadership and Organisational Context",Decision-making styles and leadership approaches,dm-decision-making-styles-and-leadership-approaches-b2d84bc0,,"Q.5) In situations marked by uncertainty in the condition or outcome, but where the associated risk is deemed minimal, w"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,6,6,DM-2023-Q006,Decision Models and Rationality,Steps in the decision-making process,dm-steps-in-the-decision-making-process-0df42d5e,,Q.6) What constitutes the initial step in the process of content analysis as applied to decision making?
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,7,7,DM-2023-Q007,Analytical Tools and Techniques,Heuristics and judgemental problems,dm-heuristics-and-judgemental-problems-098fa72f,,Q.7) Which is the most precise definition of a random heuristic among the following options? areas of the search space.
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,8,8,DM-2023-Q008,Decision Models and Rationality,Bounded rationality and limits on information processing,dm-bounded-rationality-and-limits-on-information-processing-5f6bbc58,,Q.8) Which of the following is a characteristic of the bounded rationality model?
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,9,9,DM-2023-Q009,Decision Models and Rationality,Rational decision-making model and its assumptions,dm-rational-decision-making-model-and-its-assumptions-4e7de69b,,"Q.9) Among the following, which assumption does not align with the principles of rational decision-making?"
Decision Making,1f91467a-69bd-4515-b125-d60c4e7ca4a0,NABARD-P1-DECISION-MAKING-2023,1,10,10,DM-2023-Q010,Group Decision Making and Communication,"Communication, conflict and delay in group decisions",dm-communication-conflict-and-delay-in-group-decisions-2de1c775,,Q.10) Consider the following statements regarding group conflict. 1) Group conflict can arise due to differences in goal
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,121,1,ESI-2020-Q121,Agricultural Economy and Food Policy,Agricultural trade and export policy,esi-agricultural-trade-and-export-policy-b0c137b5,,Q.121)The Agricultural Export Policy was introduced in December 2018 which aims at doublingagricultural exports from 30 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,122,2,ESI-2020-Q122,Agricultural Economy and Food Policy,Sustainable agriculture missions,esi-sustainable-agriculture-missions-75203ccb,,Q.122)Which of the following components is not under the National Mission for Sustainable Agriculture?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,123,3,ESI-2020-Q123,Rural Development and Panchayati Raj,Village and Gram Panchayat development schemes,esi-village-and-gram-panchayat-development-schemes-5199e3ce,,"Q.123)Sansad Adarsh Gram Yojana which is a demand driven scheme, inspired by society, is based on which of the following"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,124,4,ESI-2020-Q124,Agricultural Economy and Food Policy,"Irrigation, water resources and river linking",esi-irrigation-water-resources-and-river-linking-1923c369,,Q.124)Which of the following is not true regarding PMKSY?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,125,5,ESI-2020-Q125,"International Institutions, Indices and Reports",Global indices and India's rank,esi-global-indices-and-india-s-rank-c4195427,,"Q.125) India ‘s rank under Human Development Index, 2019 is"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,126,6,ESI-2020-Q126,"Indian Economy, Public Finance and Industry",Inflation measurement and price indices,esi-inflation-measurement-and-price-indices-b4ee8a99,,Q.126) Retail inflation rose to about five -and-half year high of ___ percent in December 2019
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,127,7,ESI-2020-Q127,Rural Development and Panchayati Raj,Rural skilling and livelihood missions,esi-rural-skilling-and-livelihood-missions-3289ae30,,Q.127) Union government on 25 September 2014 launched Deen Dayal Upadhyaya Grameen Kaushalya Yojana under which of the f
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,128,8,ESI-2020-Q128,"Indian Economy, Public Finance and Industry",National income aggregates and growth estimates,esi-national-income-aggregates-and-growth-estimates-10e4a846,,"Q.128) As per Economic Survey, GDP of 2019 -20 is expected to be 5% when compared to GDP of 2018-19 which stood at _____"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,129,9,ESI-2020-Q129,Agricultural Economy and Food Policy,Food processing and value-chain schemes,esi-food-processing-and-value-chain-schemes-62dad586,,Q.129) Which of the following is not a part of PM Kisan Sampada Scheme?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,130,10,ESI-2020-Q130,"Indian Economy, Public Finance and Industry",Insolvency and economic legislation,esi-insolvency-and-economic-legislation-e23a20e2,,"Q.130) As per IBC bill, 2016, the deadline for resolution of cases has been extended from 270 to____ days"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,131,11,ESI-2020-Q131,"Indian Economy, Public Finance and Industry",State and regional economic performance,esi-state-and-regional-economic-performance-9e62f78b,,Q.131) Which Indian state in India has the highest Gross State Domestic Product?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,132,12,ESI-2020-Q132,"International Institutions, Indices and Reports",Global risk and outlook reports,esi-global-risk-and-outlook-reports-4882c2f5,,"Q.132) As per Global Risk Report 2020, released by WEF, the global risks in terms of likelihood include 1) Extreme weath"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,133,13,ESI-2020-Q133,"Constitution, Governance and Institutions",Constitutional amendments and reservation,esi-constitutional-amendments-and-reservation-aed5ab8e,,"Q.133) 124th constitutional amendment Bill states 10% reservation to EWS, the Bill shows income limit for the same is __"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,134,14,ESI-2020-Q134,"Banking, Credit and Financial Inclusion","NABARD, RIDF and development finance",esi-nabard-ridf-and-development-finance-6429a74d,,Q.134) NABARD to raise Rs 55000 Cr from the market for the year 2020 through longterm bonds of usually __________ years 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,135,15,ESI-2020-Q135,Agricultural Economy and Food Policy,Agricultural marketing reform and indices,esi-agricultural-marketing-reform-and-indices-387d7e72,,Q.135) Agriculture Markets and Farmers Friendly Index is a project of
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,136,16,ESI-2020-Q136,Agricultural Economy and Food Policy,Agricultural marketing reform and indices,esi-agricultural-marketing-reform-and-indices-387d7e72,,Q.136) Which of the following are the institutional reforms to improve agricultural performance?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,137,17,ESI-2020-Q137,Agricultural Economy and Food Policy,Farming systems and operational land holdings,esi-farming-systems-and-operational-land-holdings-dc30542d,,"Q.137) In which type of farming, large amount of labour and capital is used relative to the land Available?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,138,18,ESI-2020-Q138,Agricultural Economy and Food Policy,Crop production estimates and agricultural statistics,esi-crop-production-estimates-and-agricultural-statistics-cde429a8,,"Q.138)As per First Advance Estimates, the estimated production of major crops during Kharif 2019-20, total food grain pr"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,139,19,ESI-2020-Q139,"Indian Economy, Public Finance and Industry",Union Budget provisions and taxation,esi-union-budget-provisions-and-taxation-f43747fa,,"Q.139) As per the budget 2020-21, which of the following is NOT true regarding the „Vivad Se Vishwas‟ Scheme? 1) The sch"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,140,20,ESI-2020-Q140,"Indian Economy, Public Finance and Industry",Union Budget provisions and taxation,esi-union-budget-provisions-and-taxation-f43747fa,,Q.140) How much amount has been allocated for Education by the Central Government of India in the budget 2020-21?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,141,21,ESI-2020-Q141,"Indian Economy, Public Finance and Industry",Industrial production and statistical agencies,esi-industrial-production-and-statistical-agencies-cb39c8b6,,Q.141) Index of Industrial Production is released by which of the following?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,142,22,ESI-2020-Q142,"Indian Economy, Public Finance and Industry",Balance of payments and the external sector,esi-balance-of-payments-and-the-external-sector-a23a8009,,Q.142) India imports approximately what percentage of its crude oil consumption?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,143,23,ESI-2020-Q143,"Banking, Credit and Financial Inclusion",Financial stability assessment and reporting,esi-financial-stability-assessment-and-reporting-4c5c423c,,Q.143) Financial stability assessment under Financial Sector Assessment Program is conducted by which of the following?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,144,24,ESI-2020-Q144,"Banking, Credit and Financial Inclusion",Sovereign and infrastructure funds,esi-sovereign-and-infrastructure-funds-e9546148,,Q.144) What is government's share in India's first sovereign wealth fund National investment and infrastructure fund?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,145,25,ESI-2020-Q145,"Banking, Credit and Financial Inclusion",RBI committees and working groups,esi-rbi-committees-and-working-groups-c7e79711,,Q.145) RBI constituted a task force on offshore rupee market. Who among the following is heading the same?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,146,26,ESI-2020-Q146,"International Institutions, Indices and Reports",Global indices and India's rank,esi-global-indices-and-india-s-rank-c4195427,,Q.146) Logistics Performance Index is published by which of the following?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,147,27,ESI-2020-Q147,"Indian Economy, Public Finance and Industry",Industrial policy and manufacturing,esi-industrial-policy-and-manufacturing-ea8d14cb,,"Q.147) Industrial policy of India which is in place now is of ______, which DPIIT is planning to replace or amend?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,148,28,ESI-2020-Q148,"International Institutions, Indices and Reports",Growth forecasts by international agencies,esi-growth-forecasts-by-international-agencies-f9efa8b2,,Q.148) The World Bank lowered its growth estimate for India to ____ per cent for the current fiscal from the earlier pro
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,149,29,ESI-2020-Q149,"Education, Health and Human Development",National Education Policy 2020,esi-national-education-policy-2020-fd9f53fb,,"Q.149) Which of the following is the challenge mentioned in the National draft education policy along with Access, equit"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,150,30,ESI-2020-Q150,Agricultural Economy and Food Policy,Food processing and value-chain schemes,esi-food-processing-and-value-chain-schemes-62dad586,,"Q.150) As per the mega food parks scheme, the capital grants from centre for special states would be ___ %"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,151,31,ESI-2020-Q151,Rural Development and Panchayati Raj,Panchayati Raj institutions and rural governance,esi-panchayati-raj-institutions-and-rural-governance-96724f0e,,"Q.151) Rashtriya Gram Swaraj yojana which is a restructured erstwhile scheme and launched in 2018, has a sunset date of"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,152,32,ESI-2020-Q152,"Indian Economy, Public Finance and Industry",Sectoral composition of the economy,esi-sectoral-composition-of-the-economy-68abedde,,"Q.152) As per Economic Survey, the service sector contribution to the total economy of India is ____ %"
