paper_code,content_hash,year,paper,official_number,sub_part,text,kind,subject_slug,status,proposed_slug,proposed_name,score,runner_up_slug,runner_up_name,runner_up_score,proposer_version,approved,edited_slug,essay_type,reviewer_note
UPSC-CSE-MAINS-GS-2015-GS1,47ff80d8b88fcca7e6eab26ffebf33ac3bada5198d59dbc688d48de6691f6805,2015,GS1,13,,Debate the issue of whether and how contemporary movements for assertion of Dalit identity work towards annihilation of caste.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-post-independence-consolidation-problem-of-caste-and-social-consolidation-c-47af36bc,"Problem of caste and social consolidation: caste practices, Ambedkar movement, constitutional provisions, recent emancipation initiatives for SCs, manual scavenging",0.1924,gs-1-revolt-of-1857-and-freedom-struggle-trends-during-the-freedom-struggle-indi-0122cf15,"Trends during the freedom struggle: Indian Renaissance/socio-religious movements, civil rebellions, tribal and peasant movements, working-class movement (1850-1900), growth of communalism, Left/Communist trends, press and education, role of women, Governors-General and Viceroys of India, important persons and Congress sessions",0.1695,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,738cf7c6e67d475eee9d5ccde5ae385be9a464459f1f9d75717e89794addf1e6,2015,GS1,14,,"Explain the factors responsible for the origin of ocean currents. How do they influence regional climates, fishing and navigation? 12'4",topic,upsc-cse-mains-gs1,MAPPED,gs-1-geography-world-physical-geography-origin-and-evolution-of-the-earth-early-1303460a,"Origin and evolution of the Earth: early/modern (BBT) theories, star and planet formation, layered structure, evolution of lithosphere/atmosphere/hydrosphere, and origin of life",0.222,gs-1-geography-world-physical-geography-oceanography-hydrological-cycle-ocean-fl-4aa88438,"Oceanography: hydrological cycle, ocean floor relief (continental shelf/slope, deep sea plain, trenches, mid-oceanic ridges, seamounts, submarine canyons, guyots, atolls), ocean water temperature/salinity/density distribution, tides and tidal currents, ocean currents (surface/deep, warm/cold) and their global effects, desert formation linkage, Atlantic Meridional Overturning Circulation, ocean resources (deposits, deep-sea minerals, energy/biotic resources, deep ocean mission), and UNCLOS maritime zones",0.2087,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,2b8c1608a6c8699ddfc0d21d667c478d3cb7d561c0106a759cd879512b0764f3,2015,GS1,15,,"Mumbai, Delhi and Kolkata are the three mega cities of the country but the air pollution is much more serious problem in Delhi as compared to the other two. Why is this so?",topic,upsc-cse-mains-gs1,MAPPED,gs-1-medieval-india-the-delhi-sultanate-1206-1526-slave-khalji-tughlaq-sayyid-an-c03fc27c,"The Delhi Sultanate (1206-1526): Slave, Khalji, Tughlaq, Sayyid, and Lodi dynasties; Mongol/Turk attacks; administration, economy, urbanization, society, culture, science, and the causes of decline",0.151,gs-1-indian-culture-indo-islamic-architecture-imperial-delhi-sultanate-style-pro-8ca3cbfb,"Indo-Islamic architecture: Imperial (Delhi Sultanate) style, Provincial style, Mughal style, Sikh style, Rajput architecture",0.1236,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,d7f96b3c729ccc1a77343f2d418384b6bf5aaab3b39188325ea50baa77fe587d,2015,GS1,16,,India is well endowed with fresh water resources. Critically examine why it still suffers from water scarcity.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-physical-geography-of-india-human-geography-and-economic-geography-water-re-42986ae9,"Water resources: underground/surface/inland/oceanic water resources, utilization patterns, water pollution, conservation techniques, river-interlinking projects, and the problem of ageing dams",0.41,gs-1-physical-geography-of-india-human-geography-and-economic-geography-river-ba-9a663b0f,"River-basin & water-resource management: Indus dam construction prospects/challenges, integrated river-basin management, shrinking reservoir water, declining groundwater, multipurpose projects and regional development",0.1712,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,12a2f3830793544c3e1ba89f2063c9bda1abdcd846b7a537e8bfd13d58bd45b8,2015,GS1,17,,"The states of Jammu and Kashmir, Himachal Pradesh and Uttarakhand are reaching the limits of their ecological carrying capacity due to tourism. Critically evaluate.",topic,upsc-cse-mains-gs1,MAPPED,gs-1-geography-world-physical-geography-world-physiographic-divisions-and-their-6cda57f1,World physiographic divisions and their economic-geographic significance; wetlands' ecological/economic importance,0.1525,gs-1-post-independence-consolidation-re-organisation-and-integration-of-states-c-521f778b,"Re-organisation and integration of states: constitutional provisions, factors behind the merger, accession of princely states, J&K/Hyderabad/Junagarh crises, accession of French/Portuguese enclaves, accession of Sikkim, refugee rehabilitation, federal crisis, and national integration",0.1515,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,e1d0d6eb60e97084af379ab2f096455e620b1700d36401b99cb8dd5057c2f639,2015,GS1,18,,How far do you agree that the behaviour of the Indian monsoon has been changing due to humanizing landscapes? Discuss.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-physical-geography-of-india-human-geography-and-economic-geography-monsoon-09bf8afc,"Monsoon, climate & extreme-weather geography: cyclones of the Bay of Bengal and climate change, El Nino and Indian monsoon, Indian Ocean Dipole's weather impact, heat waves/anticyclones/global warming in India, changing Western Disturbances",0.3405,gs-1-geography-world-physical-geography-temperate-cyclones-polar-vortex-and-its-a766437a,"Temperate cyclones, polar vortex (and its link to ozone depletion), El Nino/La Nina/ENSO and the Indian Ocean Dipole effect on regional and Indian monsoon climate",0.2398,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,8359a7490d2b33862462842197329424d3f79e76856b00baaa737311cf44cabb,2015,GS1,19,,Smart cities in India cannot sustain without smart villages. Discuss this statement in the backdrop of rural urban integration.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-indian-society-urbanization-challenges-growth-of-the-informal-urban-sector-b11bb18c,"Urbanization challenges: growth of the informal urban sector, smart cities as a management tool, flood vulnerability of major cities, rural-urban migration, emergence of slums, urban transport/waste/water-sanitation issues, urban poverty, and the Real Estate (Regulation & Development) Act 2016",0.4307,gs-1-physical-geography-of-india-human-geography-and-economic-geography-urbaniza-556f64cf,"Urbanization in India: pattern, issues, rural-urban migration, slum emergence, urban transport/waste/water-sanitation, urban poverty, and inclusive/smart-city responses",0.3787,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS1,4887edceff60307ff6673ca0b100142cff06f21e0f90e419a7f111a2d5c26c50,2015,GS1,20,,What are the economic significances of discovery of oil in Arctic Sea and its possible environmental consequences?,topic,upsc-cse-mains-gs1,MAPPED,gs-1-geography-world-physical-geography-resource-geopolitics-arctic-ice-melt-cau-b61eb452,"Resource geopolitics: Arctic ice-melt causes/consequences, Arctic resource-driven geopolitical conflict, and mineral resource base as determined by geological structure",0.2463,gs-1-indian-society-communalism-meaning-historicity-role-of-third-parties-in-inc-a29120fe,"Communalism: meaning, historicity, role of third parties in inciting/perpetrating it, and whether it can be eradicated; regionalism's theories, manifestations, and possible remedies",0.1336,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,43ce9be19c329602a7866e62e46f28a14e00a5f6515ba8c058d31400c1816161,2015,GS2,1,,Discuss the possible factors that inhibit India from enacting for its citizens a uniform civil code as provided for in the Directive Principles of State Policy.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-indian-constitution-directive-principles-of-state-policy-basic-economic-soc-e030bf23,"Directive Principles of State Policy: basic/economic-social/Gandhian/administrative/international-peace-related DPSPs, implementation record, and the Fundamental Rights-DPSP controversy (including directives outside Part IV and the Uniform Civil Code debate)",0.4208,gs-2-governance-government-policies-and-development-processes-role-of-civil-serv-900d4921,"Role of civil services in a democracy: concept and need for civil services, law-making role (policy formulation/implementation/evaluation), civil services as protector of minorities and promoter of inclusive growth, emerging challenges (lateral entry, capacity building, frequent transfers, cadre policy, performance appraisal, Civil Services Board)",0.2109,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,f90f33d4dee5c98f9e938f9f6f9c1964736a412db0476ae09d4f244ec24956c2,2015,GS2,2,,The concept of cooperative federalism has been increasingly emphasized in recent years. Highlight the drawbacks in the existing structure and the extent to which cooperative federalism would answer the shortcomings.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-union-and-state-executive-legislature-and-judiciary-federalism-reservation-d6aaaefb,"Federalism, reservation & constitutional status: Article 31C, reservation on the basis of religion/domicile, sub-categorisation of SC/OBC, reservation in J&K, Ladakh's demand for 6th Schedule status, Article 370 verdict, Citizenship Amendment Act, Uniform Civil Code, comparative secularism (Indian vs French models)",0.1618,gs-2-indian-constitution-separation-of-powers-features-in-american-uk-constituti-b8f9c5e9,"Separation of powers: features in American/UK constitutions, checks-and-balances in the Indian scheme, judicial review, and the concept's practical limits",0.1068,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,bbaf7a9a0b86a918cbfccf93f87d34bbaf44b4dde6a6dcb7636eaffc061d0fb9,2015,GS2,3,,"In absence of a well-educated and organized local level government system, ‘Panchayats’ and ‘SSamitis’ have remained mainly political institutions and not effective instruments of governance. Critically discuss.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-union-and-state-executive-legislature-and-judiciary-local-government-73rd-7-4f61ba0a,"Local government: 73rd/74th Amendment provisions, functions of municipal corporations/councils/nagar panchayats, State Election/Finance Commission roles, Smart City Mission and municipal governance, Model Panchayat Citizens Charter",0.2198,gs-2-governance-government-policies-and-development-processes-local-government-a-2591a79a,"Local government and governance: issues of funds/functions/functionaries, local government's interface with vulnerable sections and emerging issues (disaster management, technology), localism/neo-localism/subsidiarity",0.1313,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,9a7f6fdbd7f097d74be903f6498718c3bda5fd094c5c7a4ff15d3b5275c28a2c,2015,GS2,4,,"Khap Panchayats have been in the news for functioning as extra-constitutional authorities, often delivering pronouncements amounting to human rights violations. Discuss critically the actions taken by the legislative, executive and the judiciary to set the things right in this regard.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-union-and-state-executive-legislature-and-judiciary-judiciary-rights-rule-o-86b797d1,"Judiciary, rights & rule of law: right to personality, right to vote for undertrials, curative petition, tribunals in India, criminal law reforms, All India Judicial Services, Supreme Court case-burden, contempt of court, freedom of press, special/local laws, ED and PMLA",0.2645,gs-2-indian-constitution-fundamental-rights-vs-dpsps-structural-tension-resolved-7720d596,Fundamental Rights vs DPSPs: structural tension resolved via landmark pronouncements; scope expansion via the Right to Privacy judgment,0.2568,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,3fbb937420d2e57fad31faeb4810860639b05b0d4448942c84764b3a3df07707,2015,GS2,5,,"Resorting to ordinances has always raised concern on violation of the spirit of separation of powers doctrine. While noting the rationales justifying the power to promulgate ordinances, analyze whether the decisions of the Supreme Court on the issue have further facilitated resorting to this power. Should the power to promulgate ordinances be repealed?",topic,upsc-cse-mains-gs2,MAPPED,gs-2-union-and-state-executive-legislature-and-judiciary-the-president-importanc-8641a83a,"The President: importance, qualification, election procedure, powers (executive/legislative/emergency/financial/judicial), ordinance-making power, pardon power, impeachment, and misuse of emergency provisions",0.2117,gs-2-union-and-state-executive-legislature-and-judiciary-judiciary-rights-rule-o-86b797d1,"Judiciary, rights & rule of law: right to personality, right to vote for undertrials, curative petition, tribunals in India, criminal law reforms, All India Judicial Services, Supreme Court case-burden, contempt of court, freedom of press, special/local laws, ED and PMLA",0.2007,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,084b79c389e2215d5cc00b04b9e40dfa338efe7f498e8543f4aabf64263cf0af,2015,GS2,6,,"What are the major changes brought in the Arbitration and Conciliation Act, 1996 through the recent Ordinance promulgated by the President? How far will it improve India’s dispute resolution mechanism? Discuss.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-union-and-state-executive-legislature-and-judiciary-the-president-importanc-8641a83a,"The President: importance, qualification, election procedure, powers (executive/legislative/emergency/financial/judicial), ordinance-making power, pardon power, impeachment, and misuse of emergency provisions",0.1866,gs-2-union-and-state-executive-legislature-and-judiciary-vice-president-and-prim-51da249d,"Vice-President and Prime Minister: office, functions, appointment, and role vis-a-vis Council of Ministers/President/Lok Sabha/political party/coalition government",0.1851,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,56257cb1d626dfbc3c6c60d5083ed6dd1a0a7b64fbf280715ac9cc2d6aabc109,2015,GS2,7,,Does the right to clean environment entail legal regulations on burning crackers during Diwali? Discuss in the light of Article 21 of the Indian Constitution and Judgement(s) of the Apex Court in this regard.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-social-justice-welfare-health-education-and-poverty-digital-economy-platfor-0461501e,"Digital-economy & platform regulation: e-pharmacy sector regulation, online-gaming regulation, OTT regulation, start-up ecosystem regulation, gig-worker rights, crypto-asset regulatory framework, digital inclusion in emerging technologies, internet shutdowns",0.39,gs-2-union-and-state-executive-legislature-and-judiciary-judiciary-rights-rule-o-86b797d1,"Judiciary, rights & rule of law: right to personality, right to vote for undertrials, curative petition, tribunals in India, criminal law reforms, All India Judicial Services, Supreme Court case-burden, contempt of court, freedom of press, special/local laws, ED and PMLA",0.2965,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,b4fdacb83fd1f16d697809377ac2b2812b6ce638fad6aeb035fecd6e939e3af8,2015,GS2,8,,"Examine critically the recent changes in the rules governing foreign funding of NGOs under the Foreign Contribution (Regulation) Act (FCRA), 1976.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-social-justice-welfare-health-education-and-poverty-digital-economy-platfor-0461501e,"Digital-economy & platform regulation: e-pharmacy sector regulation, online-gaming regulation, OTT regulation, start-up ecosystem regulation, gig-worker rights, crypto-asset regulatory framework, digital inclusion in emerging technologies, internet shutdowns",0.2232,gs-2-international-relations-evolution-and-key-principles-of-indian-foreign-poli-98455602,"Evolution and key principles of Indian foreign policy: determinants, NAM/NAM 2.0, Panchsheel, India's nuclear doctrine, neighbourhood-policy evolution, Look/Act East and Look/Act West policies",0.1841,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,3a2f25b95a783ee96ed70c2656ce536d8c18b1f4eae54cd164363352e057a735,2015,GS2,9,,"The Self-Help Group (SHG) Bank Linkage Programme (SBLP), which is India’s own innovation, has proved to be one of the most effective poverty alleviation and women empowerment programmes. Elucidate.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-governance-government-policies-and-development-processes-delivery-mechanism-c98eb99c,"Delivery mechanisms & sectoral missions: co-operatives, MSME, One Nation One Ration Card/One District One Product, entitlement portability, flagship missions (Jal Jeevan, Gati Shakti)",0.213,gs-2-social-justice-welfare-health-education-and-poverty-poverty-and-hunger-defi-9beb93c5,"Poverty and hunger: definitional debates across committees, poverty data, causes, urban vs rural vs feminized poverty, poverty-alleviation measures and implementation problems, food-security programmes, and controversies in poverty-data estimation",0.1935,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,cc5df8225b2b8814e3960f8993facdcc4cfd11d2684395f1fa7605aff303947f,2015,GS2,10,,How can the role of NGOs be strengthened in India for development works relating to protection of the environment? Discuss throwing light on the major constraints.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-governance-government-policies-and-development-processes-political-parties-197eafec,"Political parties in India: reforms, problems in functioning, casteism and politics, anti-defection strengthening, and coalition-government dynamics",0.2685,gs-2-governance-government-policies-and-development-processes-development-proces-d5bc13d1,"Development process and industry: growth vs development, main constraints and stakeholders, SHGs (meaning, importance, institutional structure, funding, women's development linkage, poverty/rural-development linkage), and Micro Finance (meaning, structure, importance)",0.2163,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,e99070dc8774990acb02697cb8f0e2295a54dcecb6dd10407ef689cbf8b9a067,2015,GS2,11,,The quality of higher education in India requires major improvements to make it internationally competitive. Do you think that the entry of foreign educational institutions would help improve the quality of higher and technical education in the country? Discuss.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-social-justice-welfare-health-education-and-poverty-health-education-and-hu-d221d473,"Health, education and human-resource services: India's education structure (primary/secondary/higher), GOI education initiatives and reform recommendations, skill-development indicators, private-and-public health structure, NITI Aayog health reports, and SDGs linkage",0.1925,gs-2-social-justice-welfare-health-education-and-poverty-right-to-education-act-c37cbd3c,Right to Education Act's access-expansion vs persistent quality challenge; MGNREGA's asset-creation and distress-migration-reduction performance; National Rural Health Mission's implementation challenges; TPDS's effectiveness in reaching 'the poorest of the poor',0.1678,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,b1338c145c3d6dcc0a5018e84016d9b3c61c5d18007a098a0b765b3d78801550,2015,GS2,12,,Public health system has limitations in providing universal health coverage. Do you think that the private sector could help in bridging the gap? What other viable alternatives would you suggest?,topic,upsc-cse-mains-gs2,MAPPED,gs-2-social-justice-welfare-health-education-and-poverty-health-for-all-target-v-add17757,'Health for All' target vs structural health-infrastructure gaps; rising out-of-pocket health expenditure; commercialization of healthcare vs universal affordable public care,0.2943,gs-2-social-justice-welfare-health-education-and-poverty-health-nutrition-welfar-8d4429ae,"Health & nutrition welfare: right to health, nutrition crisis among adolescent girls/women, mid-day meal issues, child malnutrition/marriage, food fortification, universal health coverage",0.2797,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,2618186255b723d4edd3cb10c68ed68f315c1a441439e3b25e415a58d7523d1e,2015,GS2,13,,"Though there have been several different estimates of poverty in India, all indicate reduction in poverty levels over time. Do you agree? Critically examine with reference to urban and rural poverty indicators.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-social-justice-welfare-health-education-and-poverty-poverty-and-hunger-defi-9beb93c5,"Poverty and hunger: definitional debates across committees, poverty data, causes, urban vs rural vs feminized poverty, poverty-alleviation measures and implementation problems, food-security programmes, and controversies in poverty-data estimation",0.383,gs-2-social-justice-welfare-health-education-and-poverty-flagship-schemes-rural-51cc062a,"Flagship schemes: rural/urban development: PMGSY, Swachh Bharat, PMAY, Smart Cities Mission, AMRUT",0.2153,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,916f185dde338b35148040b6dde1833c15525e8a5a725c419a3ae87a54ebc6b3,2015,GS2,14,,"In the light of the Satyam Scandal (2009), discuss the changes brought in corporate governance to ensure transparency, accountability.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-governance-government-policies-and-development-processes-important-aspects-ef8735ab,"Important aspects of governance, transparency and accountability: citizen-centric governance, legislative/administrative/judicial accountability, Ombudsman, whistleblower protection, anti-corruption machinery (role of citizens/media/social audit), systemic reforms, decentralisation vs delegation, and bottom-up governance",0.4344,gs-2-governance-government-policies-and-development-processes-government-interve-31528692,"Government intervention: role of institutions/bureaucrats/stakeholders, transparency and accountability, optimum resource use (targeting, plugging leakages), monitoring and evaluation of outcomes, and interventions in emerging areas (social media, data privacy, social sector)",0.2615,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,88f9f736f4b7cad7ffac1842cd65d3fd7f69c01c46c990418176157a848ba7cf,2015,GS2,15,,"“If amendment bill to the Whistleblowers Act, 2011 tabled in the Parliament is passed, there may be no one left to protect.” Critically evaluate.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-governance-government-policies-and-development-processes-delivery-mechanism-c98eb99c,"Delivery mechanisms & sectoral missions: co-operatives, MSME, One Nation One Ration Card/One District One Product, entitlement portability, flagship missions (Jal Jeevan, Gati Shakti)",0.3999,gs-2-governance-government-policies-and-development-processes-important-aspects-ef8735ab,"Important aspects of governance, transparency and accountability: citizen-centric governance, legislative/administrative/judicial accountability, Ombudsman, whistleblower protection, anti-corruption machinery (role of citizens/media/social audit), systemic reforms, decentralisation vs delegation, and bottom-up governance",0.118,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,cf92f2f821c647df8d4646cfc0842e73649c2ccd60e315ac052fcd65dde39563,2015,GS2,16,,"“For achieving the desired objectives, it is necessary to ensure that the regulatory institutions remain independent and autonomous.” Discuss in the light of the experiences in recent past.",topic,upsc-cse-mains-gs2,MAPPED,gs-2-indian-constitution-historical-evolution-regulating-act-1773-to-government-c7ed298b,"Historical evolution: Regulating Act 1773 to Government of India Act 1935 institutional lineages; the Constituent Assembly and objectives/salient features of the Constitution (unitary and federal features, parliamentary vs presidential form)",0.1427,gs-2-indian-constitution-union-and-states-state-reorganisation-commission-compon-678f3e67,"Union and states: State Reorganisation Commission, components of Indian territory, formation of new states, Zonal Councils, Union Territories, special provisions for states, Scheduled and Tribal Areas (5th/6th Schedule, autonomous councils)",0.1087,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,5f2d6c8b8368a8c3d2bb7f3d27dff0c8b8009ec19bd29d5d1ac6f1e8aca91664,2015,GS2,17,,Increasing interest of India in Africa has its pros and cons. Critically examine.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-international-relations-india-and-other-regions-africa-historical-connectio-aba636d2,"India and other regions: Africa (historical connections, South-South engagement, trade/investment/security cooperation), Australia (diaspora, economic ties, nuclear cooperation), France (strategic partnership), Germany (economic relations), UK (Brexit implications)",0.2176,gs-2-international-relations-connectivity-security-new-frontier-diplomacy-global-aba00cd6,"Connectivity, security & new-frontier diplomacy: global anti-terrorism efforts (CTTF), India-Middle-East-Europe Corridor, Red Sea crisis, Northern Ireland conflict, India's Africa renewable-energy role, Arctic-region engagement, Outer Space Treaty, World Migration Report",0.1982,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,da06f3d84b61dd37c55b68934fa238a39c0a970801b96d092a18198537813684,2015,GS2,18,,Discuss the impediments India is facing in its pursuit of a permanent seat in UN Security Council.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-indian-constitution-union-and-states-state-reorganisation-commission-compon-678f3e67,"Union and states: State Reorganisation Commission, components of Indian territory, formation of new states, Zonal Councils, Union Territories, special provisions for states, Scheduled and Tribal Areas (5th/6th Schedule, autonomous councils)",0.2113,gs-2-international-relations-security-challenges-in-the-indian-ocean-region-us-p-01aa3450,"Security challenges in the Indian Ocean Region: US pivot to Asia, South China Sea mistrust, Somalia piracy, neighbourhood terrorism, energy routes, fisheries/livelihood issues, environmental security, and Indian Ocean 'Zone of Peace' declaration",0.1811,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,46f59d7c61f71520cf6c7d37fd40a6d6f296757821ce5a97cf1825f0acc76423,2015,GS2,19,,Project ‘Mausam’ is considered a unique foreign policy initiative of the Indian Government to improve relationship with its neighbours. Does the project have a strategic dimension? Discuss.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-governance-government-policies-and-development-processes-ngos-definition-an-31b5bd8f,"NGOs: definition and distinction from INGOs, UN criteria, role in development projects/community development/relief-rehabilitation/disaster management/advocacy",0.2004,gs-2-international-relations-strategic-partnerships-major-power-relations-nato-s-0c0ea0a2,"Strategic partnerships & major-power relations: NATO's 75th anniversary, India-US strategic (jet-engine) partnership, Atlantic Declaration, India-EFTA deal, Raisina Dialogue, INDUS-X Summit, India-France/UAE/Netherlands/Tanzania/Argentina/Canada/Greece relations, Saudi Arabia strategic partnership",0.115,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2015-GS2,182421b1388744f1fb364a4dc32ff258dd0908054858187190cb4852a73de5fc,2015,GS2,20,,Terrorist activities and mutual distrust have clouded India-Pakistan relations. To what extent the use of soft power like sports and cultural exchanges could help generate goodwill between the two countries? Discuss with suitable examples.,topic,upsc-cse-mains-gs2,MAPPED,gs-2-international-relations-india-and-neighbours-nepal-water-hydropower-coopera-c33a83d5,"India and neighbours: Nepal (water/hydropower cooperation, contentions, recommendations), Bhutan (economic overview, China issues), Afghanistan (development partnership, post-NATO options, Taliban presence), Bangladesh (development partnership, boundary agreements, Teesta dispute), Maldives (geostrategic importance, security risks), Sri Lanka (commercial relations, fishermen issue), Myanmar (China's role, policy shifts), Pakistan (cooperation, water dispute, terrorism and proxy wars)",0.1195,gs-2-union-and-state-executive-legislature-and-judiciary-council-of-ministers-at-1ea209c1,"Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessions, law-making procedure, officers, motions/resolutions, powers and privileges, financial proceedings, comparison of the two Houses, women's reservation in Parliament, judicial activism vis-a-vis Parliament, and delegated legislation",0.1046,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2016-GS1,f12e1aaedfc5fce7fd82bf725efe80efa47d62542b5f518ff72855f564174d42,2016,GS1,1,,himself but was also a great patron of learning and literature. Discuss.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-modern-indian-history-european-trading-companies-rivalry-the-carnatic-wars-152627e3,"European trading companies' rivalry, the Carnatic Wars, and the Battle of Plassey (1757) as 'a great betrayal' rather than a great battle",0.3701,gs-1-world-history-inter-war-years-1919-1939-the-great-depression-rise-of-fascis-8d15c159,"Inter-war years (1919-1939): the Great Depression, rise of Fascism in Italy, rise of Nazism in Germany, and the Soviet Union (USSR)",0.1858,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2016-GS1,35a739313ded40a2fa642f5639e855549e6a4ccd6c39030855634c40dbc5ef58,2016,GS1,10,,"With a brief background of quality of urban life in India, introduce the objectives and strategy of the ‘Smart City Programme’.",topic,upsc-cse-mains-gs1,MAPPED,gs-1-physical-geography-of-india-human-geography-and-economic-geography-urbaniza-556f64cf,"Urbanization in India: pattern, issues, rural-urban migration, slum emergence, urban transport/waste/water-sanitation, urban poverty, and inclusive/smart-city responses",0.3572,gs-1-indian-society-urbanization-challenges-growth-of-the-informal-urban-sector-b11bb18c,"Urbanization challenges: growth of the informal urban sector, smart cities as a management tool, flood vulnerability of major cities, rural-urban migration, emergence of slums, urban transport/waste/water-sanitation issues, urban poverty, and the Real Estate (Regulation & Development) Act 2016",0.2383,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2016-GS1,6cc972ee9a1efecbdbc50d508f39d7ebfb8777defad4b31da38298467dc4bd8c,2016,GS1,11,,What is the basis of regionalism? Is it that unequal distribution of benefits of development on regional basis eventually promotes regionalism? Substantiate your answer. 3%t+9=12%,topic,upsc-cse-mains-gs1,MAPPED,gs-1-indian-society-poverty-and-development-issues-concept-of-development-sen-vs-05f65efb,"Poverty and development issues: concept of development, Sen vs Bhagwati model, crisis of development",0.3137,gs-1-physical-geography-of-india-human-geography-and-economic-geography-connecti-51a31f75,"Connectivity & port-led development: Shinku La tunnel and regional connectivity, Indian ports and economic development",0.2071,gs-insert-tag-proposer-v1,,,,
UPSC-CSE-MAINS-GS-2016-GS1,39c340416f9a879536ad9a4fb34032a95c9e5bc1a56616cb0bb273939e299a20,2016,GS1,14,,The effective management of land and water resources will drastically reduce the human miseries. Explain.,topic,upsc-cse-mains-gs1,MAPPED,gs-1-physical-geography-of-india-human-geography-and-economic-geography-river-ba-9a663b0f,"River-basin & water-resource management: Indus dam construction prospects/challenges, integrated river-basin management, shrinking reservoir water, declining groundwater, multipurpose projects and regional development",0.3101,gs-1-physical-geography-of-india-human-geography-and-economic-geography-water-re-42986ae9,"Water resources: underground/surface/inland/oceanic water resources, utilization patterns, water pollution, conservation techniques, river-interlinking projects, and the problem of ageing dams",0.2135,gs-insert-tag-proposer-v1,,,,
