group,id,verdict,fact,source,note
ACT-PAY,ACTP-056,confirmed,FRA s.19(1) amended 2021: 30-day limit replaced by time to be prescribed,"https://prsindia.org/files/bills_acts/acts_parliament/2021/The%20Factoring%20Regulation%20(Amendment)%20Act,%202021.pdf",
ACT-PAY,ACTP-057,confirmed,"FRA s.2 definitions of factor, assignor, receivables (goods or services; toll added 2021)","https://prsindia.org/files/bills_acts/acts_parliament/2021/The%20Factoring%20Regulation%20(Amendment)%20Act,%202021.pdf",
ACT-PAY,ACTP-058,confirmed,FRA 2021 amendment omitted s.3(2) proviso/Explanation (principal-business test); s.3(4) regulations,"https://prsindia.org/files/bills_acts/acts_parliament/2021/The%20Factoring%20Regulation%20(Amendment)%20Act,%202021.pdf",
ACT-PAY,ACTP-059,confirmed,FRA s.7(1)-(3),https://tilakmarg.com/acts/factoring-regulation-act-2011-sections-3-to-20/,
ACT-PAY,ACTP-060,confirmed,"FRA s.2(sa), s.19(1A) (2021): TReDS files on behalf of factor","https://prsindia.org/files/bills_acts/acts_parliament/2021/The%20Factoring%20Regulation%20(Amendment)%20Act,%202021.pdf",
ACT-PAY,ACTP-062,confirmed,"FRA s.4 (Ch IIIB RBI Act applies), s.5 exemptions, s.6(3) prohibition after hearing",https://tilakmarg.com/acts/factoring-regulation-act-2011-sections-3-to-20/,
ACT-PAY,ACTP-063,confirmed,"FRA s.7(1), s.9, s.12: pre-notice advance reduces; post-notice payment to assignor does not discharge",https://www.advocatekhoj.com/library/bareacts/factoring2011/12.php,
ACT-PAY,ACTP-064,confirmed,FRA s.13: assignor is trustee of assignee for payments received,https://www.advocatekhoj.com/library/bareacts/factoring2011/13.php,
ACT-PAY,ACTP-067,confirmed,"NI s.6: cheque = bill on specified banker, payable only on demand",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-068,confirmed,NI s.124: banker's name across face = special crossing,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-069,confirmed,NI s.9: holder in due course,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-070,confirmed,NI s.138: up to 2 years or fine up to twice cheque amount,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-071,confirmed,"NI s.22, s.23: no corresponding day -> last day of month; + 3 days grace",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-072,confirmed,"NI s.22, s.24: exclude day of presentment; +3 days grace",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-073,confirmed,NI s.25: maturity on public holiday -> next preceding business day,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-074,confirmed,NI s.130: 'not negotiable' crossing - no better title than transferor,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-075,confirmed,NI s.138 proviso (b): notice within 30 days of receipt of information from bank,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-076,confirmed,"NI s.143A(2)-(3): up to 20% of cheque; within 60 days, extendable by up to 30",https://ibclaw.in/section-143a-power-to-direct-interim-compensation/,
ACT-PAY,ACTP-077,confirmed,NI s.53: holder deriving title from HIDC has HIDC rights unless party to fraud,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-078,confirmed,"NI s.138 proviso (c), s.142(1)(b): one month from cause of action",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-079,confirmed,"NI s.138 proviso (a): six months or validity, whichever earlier; RBI validity 3 months from 1 Apr 2012",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-080,confirmed,NI s.142(2)(a) (2015): court where payee's bank branch situated,https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-081,confirmed,"NI s.85(1), s.123, s.126, s.131",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-082,confirmed,"NI s.143A(1),(4),(6)",https://ibclaw.in/section-143a-power-to-direct-interim-compensation/,
ACT-PAY,ACTP-083,confirmed,"NI s.22, s.24: after-date bill counted from date of bill; +3 days grace",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-084,confirmed,"NI s.9, s.36, s.118(g)",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-085,confirmed,"NI s.138 provisos (a),(b)",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-086,confirmed,"NI s.138, s.142(1)(b)",https://indiankanoon.org/doc/1132672/,
ACT-PAY,ACTP-087,confirmed,"NI s.143A: 20% of cheque, 60 days",https://ibclaw.in/section-143a-power-to-direct-interim-compensation/,
ACT-PAY,ACTP-088,confirmed,"NI s.148: appellate deposit minimum 20% of fine/compensation, in addition to s.143A interim compensation",https://indiankanoon.org/doc/1132672/,
ACT-REC,ACTR-001,confirmed,"IBC s.4: min default Rs 1 lakh, notified Rs 1 crore (S.O.1205(E), 24.03.2020); unchanged by IBC (Amendment) Act 2026",https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-002,confirmed,IBC s.3(12) default = due and unpaid; s.4 Rs 1 crore; 101.50 lakh >= 100 lakh,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-003,confirmed,"IBC ss.8(2), 9(1): 10 days from delivery of demand notice; 6 Apr + 10 = 16 Apr 2026",https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-004,confirmed,IBC s.10(3)(c) (IBC Amendment Act 2020): special resolution of shareholders / 3/4 of partners,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-005,confirmed,"IBC s.7(1) proviso (2020): min 100 allottees or 10% of allottees of same project, whichever less -> 80",https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-006,confirmed,IBC s.30(4): plan needs >=66% voting share; 750/1200 = 62.50%,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-007,confirmed,IBC s.14(1)(c) bars SARFAESI; s.14(3)(b) surety excluded; s.14(2) essential supplies not terminable. 2026 Act added s.14(2A) (surety's own action against CD) but did not alter s.14(3)(b),https://ibbi.gov.in/uploads/legalframwork/2026-04-07-115842-i5nsk-7ed69ef2a4d23a8b0d472cc0fcd55e79.pdf,
ACT-REC,ACTR-008,confirmed,IBC s.21(8) default 51%; s.22(2) replacement of IRP needs 66%,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-009,confirmed,IBC s.12(3) third proviso: 330 days incl. extension and legal proceedings; 330-295 = 35,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-010,confirmed,IBC s.12(2): extension application only on CoC resolution of >=66% voting share,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-011,confirmed,"IBC s.29A(c) proviso (cure by paying overdues), s.29A(d) (2 yrs Twelfth Schedule / 7 yrs; bar lifts 2 yrs after release), Explanation I (regulated financial entity via debt conversion not related party)",https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-012,confirmed,IBC s.240A(1): s.29A(c) and (h) do not apply to MSME resolution applicants,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-014,confirmed,IBC s.53(1)(b)-(e) order: workmen 24m/relinquishing secured; other employees 12m; unsecured FCs; govt dues 2y,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-017,confirmed,IBC s.53(1)(e)(ii): unpaid balance after enforcement ranks pari passu with 2-year govt dues (not amended in 2026),https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-018,confirmed,"IBC s.54A(1): PPIRP threshold notified Rs 10 lakh (S.O.1543(E), 09.04.2021)",https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-020,confirmed,"IBBI ss.188, 196, 240; admission of applications by NCLT (ss.7, 9, 10, 60)",https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-021,confirmed,IBC s.21(2) first proviso (related-party FC has no vote); s.22(2) 66%; 720/1170 = 61.54%,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-022,confirmed,IBC s.30(4) 66%; related party excluded; 870/1170 = 74.36%,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-024,confirmed,IBC s.30(2)(b) for operational creditors: higher of liquidation amount and plan-waterfall amount; both nil here (unchanged outcome under 2026 amendments),https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-025,confirmed,IBC s.14(1)(c) bars SARFAESI possession; s.14(3)(b) surety not covered (not altered by 2026 Act),https://ibbi.gov.in/uploads/legalframwork/2026-04-07-115842-i5nsk-7ed69ef2a4d23a8b0d472cc0fcd55e79.pdf,
ACT-REC,ACTR-026,confirmed,SARFAESI s.13(2): 60 days from notice,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-027,confirmed,SARFAESI s.13(2): 12 Jan 2026 + 60 days = 13 Mar 2026,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-028,confirmed,SARFAESI s.13(3A) (2016): reasons within 15 days; 20 Feb + 15 = 7 Mar 2026,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-029,confirmed,"SARFAESI s.13(4)(a)-(d): possession, takeover of management, manager, notice to transferees; no attachment of unencumbered assets",https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-030,confirmed,SARFAESI s.13(2) NPA; s.13(8) (2016) redemption before publication of auction notice; s.13(13) no transfer without consent,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-031,confirmed,SARFAESI s.13(9) (2016): >=60% of outstanding on record date; 124/200 = 62%,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-032,confirmed,SARFAESI s.13(9): 60% of 300 = 180; P+Q = 185,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-033,confirmed,"SARFAESI s.14(1) provisos: order in 30 days, extendable to 60 days aggregate; 2 Mar + 60 = 1 May 2026",https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-034,confirmed,SARFAESI s.14(1): CMM/DM where secured asset/documents situated,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-035,confirmed,SARFAESI s.17(1): 45 days from date measure taken,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-036,confirmed,"SARFAESI s.18(1) provisos: 50% of lesser of claimed/determined, reducible to 25%; 25% x 7.2 = 1.80",https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-037,confirmed,SARFAESI s.17(1) 45 days (18 Jun 2026); s.17(5)-(6) 60 days extendable to 4 months total (10 Oct 2026),https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-038,confirmed,SARFAESI s.18: 50%/25%; RDB s.21: 75%/50%,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-039,confirmed,SARFAESI s.31(i): agricultural land excluded,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-040,confirmed,SARFAESI s.31(h) (<= Rs 1 lakh) and s.31(j) (< 20% of principal+interest),https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-041,confirmed,"SARFAESI s.31(b) pledge of movables, s.31(c) aircraft excluded",https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-042,confirmed,SARFAESI s.26D (2016): no enforcement under Chapter III unless security interest registered with Central Registry,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-043,confirmed,SARFAESI s.3 RBI registration; s.7 SRs to qualified buyers; s.9(1)(a) takeover of management,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-044,confirmed,SARFAESI s.13(9): 'not less than 60%'; 108/180 = 60%,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-045,confirmed,SARFAESI s.31(b) pledge and s.31(i) agricultural land excluded,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-046,confirmed,SARFAESI s.18: 50% of lesser (162) = 81; floor 25% = 40.50,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-047,confirmed,SARFAESI s.13(2) 5 Feb + 60 = 6 Apr 2026; s.13(3A) 25 Feb + 15 = 12 Mar 2026,https://www.indiacode.nic.in/handle/123456789/2006,
ACT-REC,ACTR-048,confirmed,"RDB s.1(4): threshold Rs 10 lakh, notifiable >= Rs 1 lakh; raised to Rs 20 lakh by S.O. 4312(E), 06.09.2018",https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-049,confirmed,RDB s.2(g) debt includes interest; 20.70 lakh >= 20 lakh,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-050,confirmed,RDB s.20(3): 45 days from receipt of copy of order,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-051,confirmed,RDB s.21 (2016): 75% of debt determined; reducible to not less than 50%,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-052,confirmed,RDB s.19(24): endeavour to dispose of within 180 days of receipt,https://lawgist.in/recovery-of-debts-due-to-banks-and-financial-institutions-act/19,
ACT-REC,ACTR-053,confirmed,RDB s.19(5): written statement in 30 days; extension not exceeding 15 days; 9 Mar + 45 = 23 Apr 2026,https://lawgist.in/recovery-of-debts-due-to-banks-and-financial-institutions-act/19,
ACT-REC,ACTR-054,confirmed,RDB s.24: Limitation Act 1963 applies as far as may be,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-055,confirmed,RDB s.19(1)(a)-(c) (2016): branch maintaining account; defendant's residence/business; cause of action,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-056,confirmed,"RDB s.25: attachment and sale, arrest and detention, receiver (plus 2016 additions)",https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-058,confirmed,"RDB s.21 proviso (2016): reduction only, to not less than 50%; waiver removed",https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-059,confirmed,"RDB ss.25, 29: interest 2.4 x 11% x 1.5 = 0.396; due 2.836; surplus 0.264",https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-060,confirmed,RDB s.19(8) counter-claim; s.22(1) not bound by CPC; s.19(12)-(13) interim restraint orders,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-061,confirmed,RDB s.5(1): DRT Presiding Officer is/has been/qualified to be a District Judge,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-062,confirmed,RDB s.20(3): 17 Feb + 45 = 3 Apr 2026,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-063,confirmed,IBC s.179 DRT as AA for individuals and firms; s.181 appeal to DRAT; s.60(2) NCLT for personal guarantors of CDs,https://www.indiacode.nic.in/handle/123456789/2154,
ACT-REC,ACTR-064,confirmed,RDB s.21: 75% x 1.52 = 1.14; 50% floor = 0.76,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-065,confirmed,RDB s.20(3): 21 Jul + 45 = 4 Sep 2026,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-066,confirmed,RDB s.1(4) Rs 20 lakh; s.19(1)(a) branch venue,https://www.indiacode.nic.in/bitstream/123456789/1775/1/AArecovery1993__51.pdf,
ACT-REC,ACTR-068,confirmed,PMLA s.4: RI 3-7 years and fine,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-069,confirmed,PMLA s.4 proviso: up to 10 years for NDPS-linked proceeds,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-070,confirmed,PMLA s.3 + Explanation (Finance (No.2) Act 2019); s.4 fine cap of Rs 5 lakh removed by PML (Amendment) Act 2012,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-071,confirmed,PMLA s.2(1)(y)(ii): Part B offences if total value >= Rs 1 crore (Finance Act 2015),https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-072,confirmed,PMLA s.2(1)(y)(ii); Part B = s.132 Customs Act; 85 lakh < 1 crore,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-073,confirmed,PMLA s.2(1)(y)(ii): 'total value involved in such offences' >= Rs 1 crore; 108 lakh,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-074,confirmed,PMLA s.2(1)(u): includes value of property; equivalent property in India or abroad where proceeds taken outside,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-075,confirmed,PMLA s.12(3): transaction records kept 5 years from date of transaction,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-076,confirmed,"PMLA s.12(4): identity records kept 5 years after relationship ends or account closed, whichever later",https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-077,confirmed,PML (Maintenance of Records) Rules 2005 r.3(1)(A)-(B): cash > Rs 10 lakh; integrally connected series each below 10 lakh with monthly aggregate > 10 lakh; r.8: CTR by 15th of succeeding month,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-078,confirmed,"PMLA s.13(2)(d): Rs 10,000 to Rs 1 lakh for each failure",https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-079,confirmed,"FIU-IND: under Department of Revenue, Ministry of Finance (reports to Economic Intelligence Council)",https://fiuindia.gov.in/,
ACT-REC,ACTR-080,confirmed,PMLA s.5(1): 180 days from order; s.5(5): complaint in 30 days; 16 Jan + 30 = 15 Feb; + 180 = 15 Jul 2026,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-081,confirmed,"PMLA s.5(1) Director / not below Deputy Director, 180 days; s.5(4) enjoyment of immovable property not prevented",https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-082,confirmed,PMLA s.26(3): 45 days from receipt of copy; 3 Aug + 45 = 17 Sep 2026,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-083,confirmed,"PMLA s.45(1) twin conditions and proviso (under 16, woman, sick/infirm, or < Rs 1 crore alone or with co-accused); upheld in Vijay Madanlal Choudhary (2022)",https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-084,confirmed,PMLA s.66(2): Director shall share information on contravention of other laws with the concerned agency,https://www.indiacode.nic.in/handle/123456789/2036,
ACT-REC,ACTR-085,confirmed,"PMLA s.19(1): Director, Deputy Director, Assistant Director or officer authorised by Central Government; reasons recorded in writing",https://www.indiacode.nic.in/handle/123456789/2036,
ACT-SEC,ACTS-001,confirmed,SEBI Act s.4(1): Chairman + 2 (MoF/company law) + 1 (RBI) + 5 others (>=3 WTM) = 9,https://lawgist.in/securities-and-exchange-board-of-india-act/4,
ACT-SEC,ACTS-002,confirmed,SEBI Act s.1(3): deemed in force 30 Jan 1992,https://lawgist.in/securities-and-exchange-board-of-india-act/1,
ACT-SEC,ACTS-003,confirmed,s.15-I(1): AO = officer not below rank of Division Chief,https://www.taxtmi.com/article/detailed?id=12259,
ACT-SEC,ACTS-004,confirmed,s.15Z: appeal to SC within 60 days on any question of law; +60 days on sufficient cause,https://lawgist.in/securities-and-exchange-board-of-india-act/15Z,
ACT-SEC,ACTS-005,confirmed,s.24(1): imprisonment up to 10 yrs or fine up to Rs 25 cr or both,https://lawgist.in/securities-and-exchange-board-of-india-act/24,
ACT-SEC,ACTS-006,confirmed,"s.15A: Rs 1 lakh min, Rs 1 lakh/day, max Rs 1 cr (Act 27 of 2014)",https://lawgist.in/securities-and-exchange-board-of-india-act/15A,
ACT-SEC,ACTS-007,confirmed,"s.15G: Rs 10 lakh min; up to Rs 25 cr or 3x profit, whichever higher",https://lawgist.in/securities-and-exchange-board-of-india-act/15G,
ACT-SEC,ACTS-008,confirmed,"s.11B(1) Explanation (2014, w.e.f. 18.7.2013): disgorgement power",https://www.thesecuritiesblawg.in/post/deep-dive-1-section-11b-of-sebi-act-1992,
ACT-SEC,ACTS-009,confirmed,s.11(4)(d): impound and retain proceeds/securities of transaction under investigation,https://lawgist.in/securities-and-exchange-board-of-india-act/11,
ACT-SEC,ACTS-011,confirmed,s.12(1A) depositories/participants; s.12(1B) VCF/CIS incl. MFs; s.12(3) proviso hearing required,https://lawgist.in/securities-and-exchange-board-of-india-act/12,
ACT-SEC,ACTS-012,confirmed,s.15T(3): 45 days from receipt of copy; 19 Jan 2026 + 45 = 5 Mar 2026,https://lawgist.in/securities-and-exchange-board-of-india-act/15T,
ACT-SEC,ACTS-013,confirmed,s.28A recovery modes vs s.24A compounding,https://lawgist.in/securities-and-exchange-board-of-india-act/28A,
ACT-SEC,ACTS-014,confirmed,s.4(1)(b)-(d),https://lawgist.in/securities-and-exchange-board-of-india-act/4,
ACT-SEC,ACTS-015,confirmed,s.11(2)(ia) info from banks re transactions under investigation; s.11(2)(k) fees,https://lawgist.in/securities-and-exchange-board-of-india-act/11,
ACT-SEC,ACTS-016,confirmed,15G 10L floor; 15HA 5L floor; 15C 1L/day cap 1cr; 15HB 1L-1cr,https://lawgist.in/securities-and-exchange-board-of-india-act/15HA,
ACT-SEC,ACTS-017,confirmed,15C 64L + 15A(b) 1cr + 15HB 1cr = 2.64 cr,https://lawgist.in/securities-and-exchange-board-of-india-act/15C,
ACT-SEC,ACTS-018,confirmed,s.15H/15HA: max of Rs 25 cr or 3x profit -> 30 + 25 = 55 cr,https://lawgist.in/securities-and-exchange-board-of-india-act/15H,
ACT-SEC,ACTS-019,confirmed,s.15JA: penalties credited to Consolidated Fund of India,https://lawgist.in/securities-and-exchange-board-of-india-act/15JA,
ACT-SEC,ACTS-023,confirmed,s.15T(6): endeavour to dispose within 6 months of receipt of appeal -> 30 Sep 2026,https://lawgist.in/securities-and-exchange-board-of-india-act/15T,
ACT-SEC,ACTS-024,confirmed,s.15Z: 60 + 60 days; 2 Nov 2026 + 120 days = 2 Mar 2027,https://lawgist.in/securities-and-exchange-board-of-india-act/15Z,
ACT-SEC,ACTS-025,confirmed,s.15JB: settlement; no appeal u/s 15T (s.15JB(4)); s.15J factors,https://lawgist.in/securities-and-exchange-board-of-india-act/15JB,
ACT-SEC,ACTS-026,confirmed,"SCRA s.2(i)(a): same day or next day, postal transit excluded",https://lawgist.in/securities-contracts-regulation-act/2,
ACT-SEC,ACTS-027,confirmed,"SCRA s.2(d): includes teji, mandi, teji mandi, galli, put, call, put and call",https://lawgist.in/securities-contracts-regulation-act/2,
ACT-SEC,ACTS-028,confirmed,SCRA s.11: supersession of governing body up to 6 months,https://lawgist.in/securities-contracts-regulation-act/11,
ACT-SEC,ACTS-030,confirmed,SCRR r.19A(1): MPS 25%,https://cbcl.nliu.ac.in/capital-markets-and-securities-law/minimum-public-float-under-the-securities-contracts-regulation-act-1956/,
ACT-SEC,ACTS-031,confirmed,SCRA s.2(h): bank FD not a security,https://lawgist.in/securities-contracts-regulation-act/2,
ACT-SEC,ACTS-032,confirmed,"SCRA s.12: suspension up to 7 days, extendable",https://lawgist.in/securities-contracts-regulation-act/12,
ACT-SEC,ACTS-033,confirmed,"SCRA s.23A(a): Rs 1 lakh min, 1 lakh/day, max 1 cr",https://lawgist.in/securities-contracts-regulation-act/23A,
ACT-SEC,ACTS-034,confirmed,SCRA s.23E: Rs 5 lakh to Rs 25 cr,https://lawgist.in/securities-contracts-regulation-act/23E,
ACT-SEC,ACTS-035,confirmed,SCRA s.21A(2): 15 days + up to 1 month on sufficient cause,https://lawgist.in/securities-contracts-regulation-act/21A,
ACT-SEC,ACTS-037,confirmed,SCRA s.9 bye-laws with previous SEBI approval; s.10 SEBI may make/amend on own motion,https://lawgist.in/securities-contracts-regulation-act/9,
ACT-SEC,ACTS-038,confirmed,SCRA s.2(ac) incl. commodity derivatives (Finance Act 2015),https://lawgist.in/securities-contracts-regulation-act/2,
ACT-SEC,ACTS-039,confirmed,SCRA s.4 recognition; s.5 withdrawal; s.11 supersession; s.12 suspension,https://lawgist.in/securities-contracts-regulation-act/5,
ACT-SEC,ACTS-040,confirmed,SCRA s.23E max 25 cr + s.23A(a) (returns to RSE or to the Board) max 1 cr = 26 cr,https://lawgist.in/securities-contracts-regulation-act/23A,
ACT-SEC,ACTS-041,confirmed,SCRA s.5: hearing before withdrawal; prior contracts saved,https://lawgist.in/securities-contracts-regulation-act/5,
ACT-SEC,ACTS-042,confirmed,SCRA s.20 omitted 1995; s.18 spot delivery exclusion; s.18A,https://lawgist.in/securities-contracts-regulation-act/18A,
ACT-SEC,ACTS-043,confirmed,"SCRR r.2(d),(e): exclude promoter group, subsidiaries/associates, DR custodian -> 21%",https://indiankanoon.org/doc/96433855/,
ACT-SEC,ACTS-044,confirmed,"SCRA s.21 listing conditions; s.21A hearing, appeal to SAT",https://lawgist.in/securities-contracts-regulation-act/21A,
ACT-SEC,ACTS-045,confirmed,"SCRR r.2(d),(e): 1.36 cr / 8 cr = 17%",https://indiankanoon.org/doc/96433855/,
ACT-SEC,ACTS-046,confirmed,SCRR r.19A(2): restore within max 12 months of fall,https://cbcl.nliu.ac.in/capital-markets-and-securities-law/minimum-public-float-under-the-securities-contracts-regulation-act-1956/,
ACT-SEC,ACTS-047,confirmed,OFS shortfall = 25% x 8 cr - 1.36 cr = 64 lakh,https://cbcl.nliu.ac.in/capital-markets-and-securities-law/minimum-public-float-under-the-securities-contracts-regulation-act-1956/,
ACT-SEC,ACTS-048,confirmed,"Fresh issue x = 64 lakh / 0.75 -> 85,33,334",https://cbcl.nliu.ac.in/capital-markets-and-securities-law/minimum-public-float-under-the-securities-contracts-regulation-act-1956/,
ACT-SEC,ACTS-049,confirmed,r.19A(2) continuous; s.23E 25 cr; s.21A(2) 15 days + 1 month,https://lawgist.in/securities-contracts-regulation-act/21A,
ACT-SEC,ACTS-050,confirmed,DA s.2(1)(j): registered owner = depository,https://lawgist.in/depositories-act/2,
ACT-SEC,ACTS-051,confirmed,DA s.3: certificate of commencement of business from SEBI,https://lawgist.in/depositories-act/3,
ACT-SEC,ACTS-053,confirmed,DA s.2(1)(e): company registered under s.12(1A) SEBI Act,https://lawgist.in/depositories-act/2,
ACT-SEC,ACTS-054,confirmed,DA s.10(2): depository has no voting rights; s.10(3) BO entitled,https://lawgist.in/depositories-act/10,
ACT-SEC,ACTS-055,confirmed,DA s.12: pledge with prior approval of depository; intimation; entry,https://lawgist.in/depositories-act/12,
ACT-SEC,ACTS-056,confirmed,DA s.9(1): demat and fungible,https://lawgist.in/depositories-act/9,
ACT-SEC,ACTS-057,confirmed,"DA s.19D: Rs 1 lakh min, 1 lakh/day, max 1 cr",https://lawgist.in/depositories-act/19D,
ACT-SEC,ACTS-058,confirmed,DA s.7: depository registers transfer on intimation from participant,https://lawgist.in/depositories-act/7,
ACT-SEC,ACTS-059,confirmed,CA 2013 s.88(3): depository BO register deemed register of company,https://lawgist.in/depositories-act/11,
ACT-SEC,ACTS-060,confirmed,"DA ss.4, 5",https://lawgist.in/depositories-act/5,
ACT-SEC,ACTS-061,confirmed,DA s.8; CA 2013 s.29(1)(a),https://lawgist.in/depositories-act/8,
ACT-SEC,ACTS-062,confirmed,DA s.9 fungible; s.10 rights; s.12 pledge; s.16 indemnity,https://lawgist.in/depositories-act/16,
ACT-SEC,ACTS-063,confirmed,DA 19E 48L + 19C 1cr + 19G 1cr = 2.48 cr,https://lawgist.in/depositories-act/19G,
