mention_id,paper,macro_topic,level,mention_type,text,decision,notes
1f7011d7-ff6a-4dda-bb48-2c7e6c2afb70,General Studies II,International Relations,microtopic,derived,"Major powers: Russia (strategic cooperation, Russia-China impact on India), China (economic relations, water disputes, String of Pearls, Maritime Silk Route/BRI implications, border disputes, South China Sea, CBMs), USA (strategic consultations, counter-terrorism, trade, energy/climate, S&T/space, defence cooperation, IPR, Indo-Pacific/QUAD, GSP)",verified,
fb1fada2-3be8-4ba3-b356-33c5381ce786,General Studies II,International Relations,microtopic,derived,"Multilateral relations: WTO (decision-making, Nairobi Package, IPR, reforms, agriculture issues, FTAs), IMF and reforms, nuclear-security architecture (NSG, MTCR, NPT), BRICS/BIMSTEC/IBSA/SAARC, India-ASEAN economic cooperation",verified,
89424f2f-4525-415e-9728-8fc5fbff2007,General Studies II,International Relations,microtopic,derived,"Security challenges in the Indian Ocean Region: US pivot to Asia, South China Sea mistrust, Somalia piracy, neighbourhood terrorism, energy routes, fisheries/livelihood issues, environmental security, and Indian Ocean 'Zone of Peace' declaration",verified,
8f8e5215-1e6f-4983-957b-e9ca47325487,General Studies II,International Relations,microtopic,derived,"Strategic partnerships & major-power relations: NATO's 75th anniversary, India-US strategic (jet-engine) partnership, Atlantic Declaration, India-EFTA deal, Raisina Dialogue, INDUS-X Summit, India-France/UAE/Netherlands/Tanzania/Argentina/Canada/Greece relations, Saudi Arabia strategic partnership",verified,
ebc1bfd9-dbcd-414d-a32e-816f7a7500a7,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",topic,explicit,"Welfare schemes for vulnerable sections of the population by the Centre and States and the performance of these schemes; mechanisms, laws, institutions and Bodies constituted for the protection and betterment of these vulnerable sections. Issues relating to development and management of Social Sector/Services relating to Health, Education, Human Resources. Issues relating to poverty and hunger.",verified,
b23a6b6f-c309-4512-910c-d494bf698f2e,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,'Health for All' target vs structural health-infrastructure gaps; rising out-of-pocket health expenditure; commercialization of healthcare vs universal affordable public care,verified,
88a9bb30-e12f-4115-b5ff-dfd3e64ca694,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,Citizen's Charter and RTI Act: utility/limitations as accountability instruments; RTI's role in redefining accountability beyond mere citizen empowerment; flaws in RTI and improvement recommendations,verified,
71495bc0-0ca7-4fc5-bf3d-017697157561,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Digital-economy & platform regulation: e-pharmacy sector regulation, online-gaming regulation, OTT regulation, start-up ecosystem regulation, gig-worker rights, crypto-asset regulatory framework, digital inclusion in emerging technologies, internet shutdowns",verified,
08b46258-5a97-4308-8f03-526b8d2f6515,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: SC/ST welfare: Vanbandhu Kalyan Yojana, PM Adarsh Gram Yojana",verified,
cd4ef53f-5caa-46e7-8e9a-d63282060820,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,Flagship schemes: disability welfare: Sugamya Bharat Abhiyan,verified,
abad35d7-6934-48aa-ac69-b0c79f4b3947,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: education: Padhe Bharat Badhe Bharat, Mid-Day Meal, SWAYAM",verified,
a34d0434-2803-4767-9deb-15dd3297f126,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: health: National Health/Ayush Mission, Jan Aushadhi, Mission Indradhanush",verified,
57070b24-96b8-4a7f-8aa5-0365b7d2a879,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: minorities welfare: Nai Roshni, USTAAD, Nai Manzil",verified,
385ccb13-f716-472e-b8d4-477a3b624f06,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: rural/urban development: PMGSY, Swachh Bharat, PMAY, Smart Cities Mission, AMRUT",verified,
5f265294-f1b6-4456-a120-3bc21f1b4ea8,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: social security: Atal Pension Yojana, PMJJBY, PMSBY",verified,
b43aac20-4c25-4bb3-9fdf-57922c49a726,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: start-up & skill development: Stand-Up India, National Student Startup Policy, PMKVY, Deen Dayal schemes, Atal Innovation Mission",verified,
5f8da958-ec10-46ee-823b-4e7b4304e1ae,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Flagship schemes: women-and-child welfare: Beti Bachao Beti Padhao, Sukanya Samriddhi, Ujjawala",verified,
964eac30-4223-47f8-8615-53541bfefd8f,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Governance, infrastructure & consumer welfare: vehicle scrappage, right to repair, land-records modernization, ULB capacity building, consumer protection, disability-inclusive urban infrastructure",verified,
afd4c33b-f295-4323-903d-146aa57a66e6,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Health & nutrition welfare: right to health, nutrition crisis among adolescent girls/women, mid-day meal issues, child malnutrition/marriage, food fortification, universal health coverage",verified,
7749c80f-1f39-4329-94d5-a91dfe9fc5a8,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Health, education and human-resource services: India's education structure (primary/secondary/higher), GOI education initiatives and reform recommendations, skill-development indicators, private-and-public health structure, NITI Aayog health reports, and SDGs linkage",verified,
b6036100-ebcf-4b36-b74c-60b08057c4b1,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Inclusive growth: measurement criteria, government initiatives, basic amenities (housing/drinking water/sanitation), sustainable and rural development, panchayati raj linkage",verified,
8178142d-a4a0-49a3-a9aa-19b71091fdc7,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Marginalised-community & rights-based welfare: forest rights, PVTG welfare, internal displacement, right-based development approaches, women's basic income proposals, workplace sexual harassment",verified,
342a4604-629c-4195-a53a-7fabbfcefeea,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Poverty and hunger: definitional debates across committees, poverty data, causes, urban vs rural vs feminized poverty, poverty-alleviation measures and implementation problems, food-security programmes, and controversies in poverty-data estimation",verified,
10c16b5e-0882-42e8-a24f-e297ce6dba91,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,Right to Education Act's access-expansion vs persistent quality challenge; MGNREGA's asset-creation and distress-migration-reduction performance; National Rural Health Mission's implementation challenges; TPDS's effectiveness in reaching 'the poorest of the poor',verified,
041cfefd-de89-4c93-b552-058f79fb40ec,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,The National Commission for SCs (constitutional-reservation enforcement including in religious-minority institutions); Rights of Persons with Disabilities Act 2016's administrative-capacity adequacy; National Commission for Women's strategizing capacity; need for an objective outcome-based review of higher-education reservation,verified,
0e79e597-51b5-4130-af49-9dacc75a1723,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"The Scheduled and Tribal Areas: 5th/6th Schedule areas, autonomous-council composition/role, Governor's role, tribal sub-plan, and start-up/skill-development linkage for tribal areas",verified,
502c3db0-11e0-48b4-b3e3-235adde3f18c,General Studies II,"Social Justice: Welfare, Health, Education and Poverty",microtopic,derived,"Welfare schemes by constitutional arrangement: women welfare (gender technology gap, women in the political system, marriageable-age debate), child welfare, SC/ST/OBC welfare, caste census, minorities welfare, old-age welfare, and needed legislative reforms",verified,
2204ce76-8ead-4a10-92ec-d640c2393600,General Studies II,"Union and State Executive, Legislature and Judiciary",topic,explicit,"Parliament and State legislatures—structure, functioning, conduct of business, powers & privileges and issues arising out of these. Structure, organization and functioning of the Executive and the Judiciary—Ministries and Departments of the Government; pressure groups and formal/informal associations and their role in the Polity. Salient features of the Representation of People’s Act. Appointment to various Constitutional posts, powers, functions and responsibilities of various Constitutional Bodies.",verified,
2041f773-6632-4709-a389-c57368df1d6a,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Constitutional Bodies: appointment transparency (CEC/EC selection process, CAG appointment/functions/powers), tenure security, and functional independence",verified,
f5816d76-ce97-410d-bac9-20d7ca814113,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Constitutional bodies: Election Commission, UPSC, State PSC, Finance Commission, GST Council, National Commission for SCs/STs, Special Officer for Linguistic Minorities, National Commission for Backward Classes; Non-Constitutional Bodies: NITI Aayog",verified,
9911637d-9e5e-48b9-9f0c-f4da1d449150,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessions, law-making procedure, officers, motions/resolutions, powers and privileges, financial proceedings, comparison of the two Houses, women's reservation in Parliament, judicial activism vis-a-vis Parliament, and delegated legislation",verified,
eac1f7f1-f79e-4d4c-8ffa-06896f141ce3,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Electoral & political-process reform: NOTA, coalition politics, electoral bonds, anti-defection reforms, women's reservation act, parliamentary privileges",verified,
df3617c7-959d-4afa-ab17-3e231ecb55b5,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Federalism, reservation & constitutional status: Article 31C, reservation on the basis of religion/domicile, sub-categorisation of SC/OBC, reservation in J&K, Ladakh's demand for 6th Schedule status, Article 370 verdict, Citizenship Amendment Act, Uniform Civil Code, comparative secularism (Indian vs French models)",verified,
5c214ef3-f0d8-4549-bb6c-9f457aa38bac,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Judiciary, rights & rule of law: right to personality, right to vote for undertrials, curative petition, tribunals in India, criminal law reforms, All India Judicial Services, Supreme Court case-burden, contempt of court, freedom of press, special/local laws, ED and PMLA",verified,
14db8537-1b72-45f7-bbb5-515109e14ecf,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Local government: 73rd/74th Amendment provisions, functions of municipal corporations/councils/nagar panchayats, State Election/Finance Commission roles, Smart City Mission and municipal governance, Model Panchayat Citizens Charter",verified,
7d2ce753-c9be-46a7-9a18-ed41dd7b5788,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Ministries/Departments of government: functioning, central secretariat, cabinet secretary, field organizations, and PMO",verified,
4ec4681b-0138-43d2-985d-f60ae9696dff,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Political dynamics: provisions on political parties, rise of regional parties, electoral reforms, importance of NRI votes, and the Tenth Schedule (anti-defection)",verified,
dc68190a-1b59-405b-adee-00b971f214c1,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Representation of People's Act: disqualification triggers, criminalization of politics, electoral reform proposals, and electoral bond aftermath",verified,
f9284412-1cb1-4024-8688-6ce7b57fa3f3,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Statutory/regulatory/quasi-judicial bodies: CVC, CBI, NHRC ('toothless tiger' critique), SHRC, Central/State Information Commission, NGT, SEBI, IRDA, TRAI, NCLAT, National Consumer Disputes Redressal Commission, Lokpal and Lokayukta, Planning Commission legacy, PMO, Zonal Council",verified,
a590fa7f-b54f-441a-96ba-8905bdd0bb2b,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"The Governor, Chief Minister, Advocate-General, and State Legislature: appointment, discretionary/ordinance/pardoning powers, composition of Vidhan Sabha/Parishad, legislative procedure, and inter-house relationships",verified,
95606f29-4582-43e8-bf9a-8325dc75a147,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"The Judiciary: integrated judicial system, Supreme Court composition/independence/jurisdiction/judicial-review/curative-petition, High Courts, lower judiciary, judicial appointments (collegium system, NJAC controversy), judicial accountability and corruption issues, PIL, judicial activism, and alternative dispute-redressal fora (Lok Adalat, family courts, Gram Nyayalayas, NALSA, arbitration)",verified,
d9a487d8-83e0-487f-bbbd-5b9cc53bf6d4,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"The President: importance, qualification, election procedure, powers (executive/legislative/emergency/financial/judicial), ordinance-making power, pardon power, impeachment, and misuse of emergency provisions",verified,
5e3373a1-c2c2-443f-b03d-4fe2c511f625,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,Various constitutional dimensions: co-operative societies and official languages under the Constitution,verified,
a1a3a05e-1868-414f-8083-05d6ea15cf61,General Studies II,"Union and State Executive, Legislature and Judiciary",microtopic,derived,"Vice-President and Prime Minister: office, functions, appointment, and role vis-a-vis Council of Ministers/President/Lok Sabha/political party/coalition government",verified,
c237168d-d151-43a2-bd42-46081fea4bc9,General Studies III,Agriculture,topic,explicit,"Major crops-cropping patterns in various parts of the country- different types of irrigation and irrigation systems storage, transport and marketing of agricultural produce and issues and remedies; e-technology in the aid of farmers. Issues related to direct and indirect farm subsidies and minimum support prices; Public Distribution System- objectives, functioning, limitations, revamping; issues of buffer stocks and food security; Technology missions; economics of animal-rearing. Food processing and related industries in India- scope and significance, location, upstream and downstream requirements, supply chain management.",verified,
7683cbfc-ad9b-4d8f-b4e3-a22dba405394,General Studies III,Agriculture,microtopic,derived,"Agricultural finance: features, criteria and sources, problems, measures to improve credit flow, co-operative credit societies, derivative trade in agri-commodities, and institutions (commercial banks, lead-bank scheme, RRBs, NABARD, RBI, KCC, SHG-bank linkage, RIDF)",verified,
e981e0b7-5d95-457a-aa83-fdb36c05d8f1,General Studies III,Agriculture,microtopic,derived,"Agricultural revolutions in India: Green, White (Operation Flood), Yellow, Blue, and Golden Fibre (jute) revolutions, and the future of Indian agriculture",verified,
b7994f58-0ef2-4f84-b927-c0b706885ace,General Studies III,Agriculture,microtopic,derived,"Agriculture marketing: process and structure in India, importance, government measures (APMC Act analysis, e-NAM)",verified,
212a0a0c-4870-46b8-8525-9bbe62db8a8c,General Studies III,Agriculture,microtopic,derived,"Animal husbandry economics: dairy cooperative scaling, livestock disease management, and the economics of animal-rearing",verified,
c21bd69c-4f3b-498e-9b2f-f783e0be72ab,General Studies III,Agriculture,microtopic,derived,Cold-chain and price-volatility management: long-term cold-chain solutions for vegetable-price volatility; MSP's role in food security and cropping-pattern impact; farm subsidies' impact on state fiscal health and environmental degradation,verified,
bf515038-3318-47cd-8ca5-d6f265b4f88e,General Studies III,Agriculture,microtopic,derived,"Crop insurance in India: historical background, issues, PMFBY, and comparison with earlier schemes",verified,
f12bfdbb-ca82-4c9a-b7ef-e1d90bbff7f7,General Studies III,Agriculture,microtopic,derived,"Food processing and related industries: scope and significance, location, upstream/downstream requirements, supply-chain management, Mega Food Parks, FDI policy, notable sector trends, and budget/policy strategies",verified,
1d497aca-68db-471e-b6f6-0d3afede08e3,General Studies III,Agriculture,microtopic,derived,"Land reforms: colonial-era ownership patterns (Zamindari, Ryotwari, Mahalwari), objectives and progress since Independence, ceiling-legislation progress, NITI Aayog's land-leasing report, and the SVAMITVA scheme",verified,
0380e2aa-aba1-42a5-b43c-053d8b16bf63,General Studies III,Agriculture,microtopic,derived,"Land resource issues: land-use and capability classification, causes/impact of land degradation, and sustainable land-management steps",verified,
aab322e2-b78b-4658-9f43-d4760ad06d04,General Studies III,Agriculture,microtopic,derived,"Public Distribution System: objectives, functioning, limitations, revamping from universal to targeted PDS, cost-benefit analysis, buffer-stock policy, and the Food Security Bill's resource-mobilization/criticism debate",verified,
3ba59372-4e21-41cf-915b-6cdabe22276d,General Studies III,Agriculture,microtopic,derived,"Role of agriculture in the Indian economy: historical background and current status, cropping systems (mono-cropping, crop rotation, sequential/inter/relay cropping), agriculture marketing, conclusive land titling, and the Biotech-KISAN programme",verified,
600aa8f7-1880-4314-a732-47fe17d2bcaa,General Studies III,Agriculture,microtopic,derived,"Subsidies: farm/fertiliser/power/irrigation subsidies, issues of direct/indirect subsidies and MSP, objectives, gainer-loser resource transfer, buffer-stock/food-security issues, and technology missions",verified,
8c1f96db-333b-48f7-9adf-1b49907da330,General Studies III,Agriculture,microtopic,derived,"Technology in agriculture: data revolution, AI applications, social-security schemes for farmers (climate-smart agriculture, precision farming for input-wastage mitigation)",verified,
6beaf43e-b161-4935-92e9-2c8688d01420,General Studies III,Agriculture,microtopic,derived,Wetland conservation and the Ramsar 'wise use' concept with Indian Ramsar-site examples; the 'Organic State' (Sikkim) model's ecological/economic benefits; NavIC's civilian-application significance for agriculture,verified,
2830705c-6f8c-41c9-b94d-b105cedae79b,General Studies III,Disaster Management,topic,explicit,Disaster and disaster management.,verified,
ccb1786d-3b2f-49bc-9ad1-0dcc2aad6f0a,General Studies III,Disaster Management,microtopic,derived,"Case studies & sector-specific disaster risk: pandemic-preparedness funding, disaster-induced displacement, urban flood management, Joshimath crisis case study, Turkiye earthquake case-study lessons",verified,
a315d5b5-143e-4316-b42f-3e82ca269d5b,General Studies III,Disaster Management,microtopic,derived,"Disaster management, preparedness and mitigation: community-based management, government initiatives, National Disaster Management Act 2005, global DRR frameworks (Sendai vs earlier Hyogo Framework), disaster insurance, media's role, gender-sensitive disaster response, disaster-management cycle, NGO role, and pre-disaster preparation",verified,
c79b4fb6-96ea-4aa4-a2d4-394b7c5cd03a,General Studies III,Disaster Management,microtopic,derived,"Early-warning & technology in disaster management: NDRF App launch, early-warning-system improvements, AI/GIS in disaster prediction, satellite-based monitoring",verified,
14c5ffe0-d346-4079-b82a-e02c94673cd1,General Studies III,Disaster Management,microtopic,derived,"Institutional & policy frameworks: National Disaster Management Plan updates, PM's Ten-Point DRR Agenda, India's Atmanirbharta in disaster management, disaster-risk financing (G20), Coalition for Disaster Resilient Infrastructure (CDRI)",verified,
75c8df02-b08a-4992-a1bf-57edc93e8e12,General Studies III,Disaster Management,microtopic,derived,Landslide vulnerability of the Western Ghats and Himalayas: causes and mitigation strategies; institutional setups for chemical/industrial disaster management in urban-fringe clusters; cloudburst phenomenon and mountain-ecosystem vulnerability; multi-hazard resource-allocation dilemmas during live disaster response,verified,
85f6c873-b0d8-4b3d-b01d-d59e0f9bbacb,General Studies III,Disaster Management,microtopic,derived,"Natural and man-made disasters: India's vulnerability profile — earthquakes, tsunamis, landslides, floods, droughts, epidemics, nuclear-reactor explosions, dam collapse, gas leakage, oil spills, volcanic eruptions, forest fires, chemical spills, hazardous-material spills, explosives, chemical/biological attacks, nuclear blasts, rail/airline crashes, groundwater poisoning",verified,
10bf89f5-cc69-40ad-afd0-bf1080cbde17,General Studies III,"Environment, Ecology and Bio-diversity",topic,explicit,"Conservation, environmental pollution and degradation, environmental impact assessment.",verified,
d6d697e9-75f2-4243-9777-a3b359a6c80d,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Air pollution & control regimes: nitrogen pollution, radioactive discharges, acid rain impact, coal-plant SO2 control, GRAP in NCR, metal-mining pollution, World Air Quality Report",verified,
c8ed51ad-6d43-4048-8c0b-d4cb23ea23bb,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Biodiversity basics: kinds and degree of diversity, keystone/indicator/invasive species, allopatric/sympatric speciation, megadiverse countries, biodiversity hotspots, biopiracy, extinction/mass-extinction, and IUCN Red List classification",verified,
a3def326-cb85-4d62-9e15-40ac204bece3,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Biodiversity conservation: ex-situ vs in-situ conservation, seed banks, zoos/botanical gardens, protected areas, UNESCO Man-and-Biosphere Programme, CBD/Cartagena/Nagoya Protocols, Aichi Targets, Important Bird Areas, Global Tiger Initiative/Project Tiger, Project Elephant, Indian Rhino Vision, and recovery programmes for critically endangered species",verified,
6eb7d3f2-2e65-4678-bb84-f1f879cded81,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Biogeochemical cycles: carbon, nitrogen, phosphorus, and sulphur cycles",verified,
1958080b-0ed3-4f0a-bc00-f8b5441120e8,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Biomes and aquatic life zones: forest/grassland/mountain/desert ecosystems, ocean/river/lake/wetland aquatic ecosystems, coral reefs (in India and globally), mangroves, freshwater resources, and the Ramsar Convention/Montreux Record",verified,
84eaec8e-6cd9-4b99-8c6e-7366de8f8ac4,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Climate change basics: greenhouse effect and global warming, international efforts to control climate change, ozone-layer depletion, acid rain, El Nino/La Nina",verified,
49a423bb-fd3d-4eed-8e1c-5f7507aced3c,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Climate mitigation & industrial transition: Anthropocene debate, green industrialisation, carbon farming, electric mobility, green hydrogen roadmap, BioCNG, climate-engineering ethics, CCUS policy, EU carbon-border-tax impact, greenwashing, IPCC, WMO, UNEP Emissions Gap, Global Methane Tracker reports",verified,
916afd4a-6fb9-45ac-b06f-8f757f4a3d05,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Coastal ecosystem management: mangroves, estuaries, coral reefs — importance, threats, and legal/regulatory protection approaches",verified,
008eefb5-22a8-4c10-b536-3747cbd2df5d,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Deforestation: causes, climate-change implications, wildlife/monsoon/people impacts, economic impacts, reduction strategies, conservation legislation, and community-participation approaches",verified,
01a8600e-e1a4-40ae-a1cd-b685461e8a66,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Ecology fundamentals: types/scope, habitat and ecological niche, ecological principles/community structure, food chains/webs, energy-flow models, ecological pyramids, biomagnification, biological control, organic farming, and ecological succession",verified,
635e6e98-4011-4af2-bc2a-1899ca5959f0,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Effect of human activities on the environment: impacts of modern agriculture, housing, power generation, river-valley/mining/transport/tourism projects on ecosystems",verified,
0a353181-dcf7-475b-820a-308e1cb68318,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Environment-related institutions and schemes: Pollution Control Boards, NGT, Forest Survey of India, National Board for Wildlife, Ecomark, National Afforestation Programme, National Mission for Clean Ganga, National Air Quality Index, UJALA, Bharat Stage norms, FAME",verified,
5c1793f5-6f35-4c4a-83b0-86c910271050,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Environmental Impact Assessment: executing body, effects analysed, EIA process, and the EIA notification of 1984 (procedural evolution)",verified,
eeb0fab9-72ca-4220-a62f-ded2e4c6dc56,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Environmental governance instruments: Biological Diversity Amendment Bill, Brazzaville Declaration",verified,
331eb37c-446f-4d49-99c2-f4612b2bc2d5,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Environmental laws: constitutional provisions and salient features of the Air Act 1981, Water Act 1974, Forest Conservation Act 1980, Wildlife Protection Act 1972, Environment (Protection) Act 1986",verified,
012aa961-9d21-4b57-95e1-9691d88cd14b,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Environmental pollution: air/water/thermal/soil/noise pollution sources-effects-control measures, National Ambient Air Quality Standards, persistent organic pollutants, toxic-substance/carcinogen classification",verified,
6caf4895-08ac-4ec9-af74-b35a95ccb7e5,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Forest & land degradation: soil-erosion crisis, forest fires, market-based forest-conservation approaches, Amazon forest fires, desertification, Aravalli mining",verified,
b6ed10f8-56e1-49bf-ac55-918547c9aeb7,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Global warming and health: health impacts, mosquito-borne diseases, and ozone-depletion health effects",verified,
6a22a875-94c6-4df0-9c6d-95d5be1a5a29,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Impact of agriculture on climate: emissions from agriculture, monoculture's biodiversity impact, chemical-fertilizer/pesticide pollution, GM-crop environmental impact, and sustainable-agriculture techniques",verified,
b5440d20-c19a-4247-a9a4-074750a98b2f,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"International environmental governance: UNEP, UNDP/UNFCCC/UNCCD, IUCN, WWF, Birdlife International, and key international conventions/protocols",verified,
0b0e3920-4791-4754-a462-1ea54e8ec959,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Marine & coastal ecosystem degradation: mangrove-ecosystem IUCN reports, Great Barrier Reef coral bleaching, Arctic Ocean marine heatwaves, coastal erosion, riverine deoxygenation, El Nino's impact on world lakes",verified,
319559f7-3244-44e5-a72e-ef449e0f1657,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Minerals and environmental degradation: mining's direct/indirect impacts, international mining laws, and sustainable-mining regulation in India",verified,
f4062bd7-4a89-47af-aa49-8ac4e4dba21d,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Species conservation & wildlife management: turtle/tiger/vulture/Great-Indian-Bustard/leopard conservation, Himalayan-wolf assessment, Project Cheetah, invasive alien species threats, human-animal conflict, wildlife licensing rules, KAZA Summit and wildlife trade",verified,
9a057f37-2d1e-4def-a0ad-8f748676ba03,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Sustainable development: principles, measurement of sustainability/equitable resource use, sustainable-lifestyle role of the individual, and international sustainability efforts",verified,
50a09291-bfe6-4366-8674-aeb0b18a9151,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Urbanization and climate: metro pollution, real-estate-driven degradation, urban heat islands, plastic-bag pollution, methane generation from waste",verified,
d3672fe4-24b8-4ac7-9d60-f279cd5fcb09,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Waste & materials management: microplastics, single-use-plastics battle, e-waste/solar-waste management, plastic-to-fuel conversion, manufactured sand, Battery Waste Management Rules",verified,
31812fe4-0220-462c-ad8b-487728aca293,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Waste management: solid/hazardous/e-waste/biomedical/plastic-waste categories, management methods, poor-disposal effects, and landfill issues",verified,
89aa75bb-0c8c-4323-b064-55200cd68eb4,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Water-resource degradation: hydrological cycle, groundwater depletion, water-borne/water-induced diseases, fluoride/arsenic contamination in drinking water",verified,
12b91ce5-0d4e-4fd1-a07e-70709216bca0,General Studies III,"Environment, Ecology and Bio-diversity",microtopic,derived,"Wetlands & water security: constructed wetlands, urban water crisis",verified,
6475a787-f2c4-41f5-afbe-2d6f204d2137,General Studies III,"Indian Economy: Planning, Resource Mobilization and Inclusive Growth",topic,explicit,"Indian Economy and issues relating to planning, mobilization, of resources, growth, development and employment. Inclusive growth and issues arising from it.",verified,
60f65ba1-4cf1-4e45-8843-e7ef04360826,General Studies III,"Indian Economy: Planning, Resource Mobilization and Inclusive Growth",microtopic,derived,"Agriculture & resource economics: sugar production's groundwater impact, primary agricultural societies, e-technology in agriculture, energy security, clean-energy investment",verified,
591897a2-8dca-4fcf-9a60-931f06f72b41,General Studies III,"Indian Economy: Planning, Resource Mobilization and Inclusive Growth",microtopic,derived,"Banking: structure/functions, RBI and bank types (public/private/foreign/regional-rural/local-area/specialized/small-finance/payments banks), nationalization history, banking-sector reform committees (Narasimhan, Nachiket Mor, P J Nayak), development-finance institutions, new bank-licence criteria, financial inclusion, NPAs, neo-banks, bad-bank concept, insurance-sector reform, bank privatization, and D-SIBs",verified,
572de124-1baf-4d87-8b5b-8fc57f9ccda8,General Studies III,"Indian Economy: Planning, Resource Mobilization and Inclusive Growth",microtopic,derived,"Employment & demographic economics: GDP-employment linkage, ageing workforce, demographic dividend, gaming sector",verified,
ee812800-e4a6-4de0-ba93-4e3fbcb7b94e,General Studies III,"Indian Economy: Planning, Resource Mobilization and Inclusive Growth",microtopic,derived,"External sector & global economy: foreign-investment decline, de-dollarisation, global debt crisis, forex reserves, US-China trade war impact, India-Japan/EaEU FTAs, recession case studies (UK/Japan), Red Sea crisis, El Nino climate risk to growth",verified,
