year,paper_id,question_number,microtopic,topic_id,stem
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,68,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,The 5-digit number PQRST (all distinct digits) is such that 
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,69,Individual and combined work rates,9da6f0b1-57ff-4a8b-a0e7-40f85cee7b22,"X can complete one-third of a certain work in 6 days, Y can "
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,70,Number series — arithmetic and difference patterns,b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a,"What is X in the sequence 1, 3, 6, 11, 18, X, 42 ?"
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,71,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,Directions for the following 4 (four) items: Read the follow
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,72,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"subsidies. 72. With reference to the above passage, the foll"
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,73,Main idea and central theme,baf763bb-6d36-4a25-b1ba-6419e3b26852,"Passage-2 In only 50 years, the world's consumption of raw m"
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,74,Statement and assumption,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,"With reference to the above passage, the following assumptio"
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,75,Percentage increase and decrease,61f760f9-681d-4ec9-9c5c-bfe750fcf5fe,A set (X) of 20 pipes can fill 70% of a tank in 14 minutes. 
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,76,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,"If n is a natural number, then what is the number of distinc"
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,77,"LCM, HCF and divisibility",14c51cd0-d60f-42bb-a584-89639d2306fa,Let P = QQQ be a 3-digit number. What is the HCF of P and 48
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,78,"Permutations, combinations and counting",de0e24eb-5c25-4e0f-8eeb-325b8732f9cc,What is the 489th digit in the number 123456789101112...?
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,79,Category and attribute matching puzzle,da8b77aa-4e53-4876-be17-f8f96e1f2913,"A mobile phone has been stolen. There are 3 suspects P, Q an"
2025,505b29a0-0d4d-5230-88aa-3bbc525a6db5,80,"Cost price, selling price and margin",716450be-826f-428c-a51e-57101be2e9f9,"Three teams P, Q, R participated in a tournament in which th"
