row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
question,dbed8b14-feb0-4429-be23-d801f6d86b9a,2024,168,"Study the given information and answer the following questions based on it. Eight persons - Hari, Harish, Harkiran, Hema, Hetal, Himanshu, H",,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,da8b77aa-4e53-4876-be17-f8f96e1f2913,skipped,no decision
question,a58e8e28-0750-4b64-ac0e-728f9009e6dc,2024,169,"Study the given information and answer the following questions based on it. Eight persons - Hari, Harish, Harkiran, Hema, Hetal, Himanshu, H",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,da8b77aa-4e53-4876-be17-f8f96e1f2913,skipped,no decision
question,7e27a839-d01e-48a5-9987-e7d261937629,2024,170,"Study the given information and answer the following questions based on it. Eight persons - Hari, Harish, Harkiran, Hema, Hetal, Himanshu, H",suspicious_repeat_char,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,da8b77aa-4e53-4876-be17-f8f96e1f2913,skipped,no decision
question,5c231d50-fd97-42e3-a4d9-813423c00cf7,2024,171,The letters which appear exactly twice in each of the following words is taken and then the vowels and consonants are arranged alternately i,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,479587ab-2cef-4046-9da4-c0ca924e8ef6,skipped,no decision
question,9fd4e896-645a-4174-9b91-217b91d8008e,2024,172,"If ‘m’ is the resultant of the first row, what will be the resultant of the second row? 67 20 93 m 88 56",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,dad69132-676d-4a7b-be3d-1da364bd36f9,skipped,no decision
question,99220d07-541f-404f-9b14-9f946c4257a4,2024,173,"If in the word ‘MALNOURISHED’, the letters which are at the odd position from the left end are replaced with immediately previous letters, a",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,2ba3fb21-1709-4d8b-9059-bbfee5264d8f,skipped,no decision
question,6949df46-2d59-4129-b89b-2ddbdfdc93ab,2024,174,Study the following information carefully and answer the questions given beside. Eight persons namely A to H are sitting on the square table,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,0140aef7-82c3-45de-be0d-e9286820ee7f,skipped,no decision
question,1566be42-ed3e-4bd8-a9b1-e4d9c514b2d8,2024,175,Study the following information carefully and answer the questions given beside. Eight persons namely A to H are sitting on the square table,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,skipped,no decision
question,28777228-30bf-4110-9ee5-280cd7826ba9,2024,176,Study the following information carefully and answer the questions given beside. Eight persons namely A to H are sitting on the square table,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,skipped,no decision
question,2523b1b7-f0cc-4e8a-8293-8b440d99f4ce,2024,177,Study the following information carefully and answer the questions given beside. Eight persons namely A to H are sitting on the square table,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,skipped,no decision
question,cd9213f8-ed6c-453f-9768-1274fec64e59,2024,178,Study the following information carefully and answer the questions given beside. Eight persons namely A to H are sitting on the square table,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,skipped,no decision
question,63a9cd68-5dee-44f0-baa7-52b555368995,2024,179,Read the following information carefully and answer the questions given below it: There are certain number of persons sitting in a row and a,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,skipped,no decision
question,10abc8b7-2760-4426-9c39-536c444ef713,2024,180,Read the following information carefully and answer the questions given below it: There are certain number of persons sitting in a row and a,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,skipped,no decision
question,2d38acfe-6713-4972-9742-ec601347fc5f,2024,181,Read the following information carefully and answer the questions given below it: There are certain number of persons sitting in a row and a,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,skipped,no decision
question,c02416e2-2788-43cf-a903-d938f1c77238,2024,182,Read the following information carefully and answer the questions given below it: There are certain number of persons sitting in a row and a,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,skipped,no decision
question,1a65ac3d-fec4-4995-805a-736a705b0dbd,2024,183,Read the following information carefully and answer the questions given below it: There are certain number of persons sitting in a row and a,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,skipped,no decision
question,4fa5164f-4522-42bc-80be-d3e416f3a822,2024,184,"Study the following information carefully and answer the below questions. Eight persons namely – A, B, C, D, E, F, G and H lives in eight fl",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,d6b863ee-8c0b-473e-b922-17ba9fd966af,2024,185,"Study the following information carefully and answer the below questions. Eight persons namely – A, B, C, D, E, F, G and H lives in eight fl",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,0140aef7-82c3-45de-be0d-e9286820ee7f,skipped,no decision
question,5b4395c2-5cd9-4be8-952b-cb177d35b3fb,2024,186,"Study the following information carefully and answer the below questions. Eight persons namely – A, B, C, D, E, F, G and H lives in eight fl",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,a4020e61-42c1-47e0-932c-158f2f488fe1,2024,187,"Study the following information carefully and answer the below questions. Eight persons namely – A, B, C, D, E, F, G and H lives in eight fl",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,90cfe4e0-311c-4a15-a0f0-f5ef7f9073f6,2024,188,"Study the following information carefully and answer the below questions. Eight persons namely – A, B, C, D, E, F, G and H lives in eight fl",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,c26f0386-26ac-4035-96d6-3522f658cb19,skipped,no decision
question,eb76c652-19a9-4791-814f-e77f08f9e230,2024,189,"Based on the information provided, which of the following statements can be inferred? I) The Potum Sensor can detect only one adulterant at ",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
question,c8deadd3-54a5-4571-8c89-f272ad3ec9d0,2024,190,"A well-established college is considering organizing weekly talks by industry experts, coupled with quizzes to evaluate student learning. Ar",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,71faffff-a24e-49ae-918e-1216b65553d8,skipped,no decision
question,417baa8c-3c2f-46b2-9a56-d2935b49cb46,2024,191,"A report on the DTH (Direct-to-Home) television industry shows that the customer base of Airsay, a well-known DTH service provider, has decr",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,skipped,no decision
question,9cd852ff-4c69-4410-8dfa-16b7d48e4c9c,2024,192,"Company Y has updated its Work From Home (WFH) policy, requiring employees to work from the office for a minimum of 15 days per month. The r",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
question,81b6d2ea-123c-4e7f-8807-13557c6c943d,2024,193,"Lithium is a crucial element in the production of rechargeable batteries used in electric vehicles (EVs) and consumer electronics. However, ",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
question,aac395b3-f4a1-47af-8608-71c0a288696b,2024,194,"Statement: Excessive amounts of lead in drinking water, associated with certain types of industrial pollution, have been shown to cause lung",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
question,601f21d9-f4f8-4e26-a67d-03462f84f32e,2024,195,Study the following information carefully and answer the below question: Statement: Certain banks have introduced a fee of Rs.150 for each c,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,71faffff-a24e-49ae-918e-1216b65553d8,skipped,no decision
question,90c63d9e-7060-439c-9ebe-2c2327aea868,2024,196,"In the question given below, a passage is given followed by three statements that may or may not be concluded from the passage. Select the c",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
question,65c7e66f-6de8-45e0-a8a2-5d50b3ea6890,2024,197,"In the question given below, a passage is given followed by three statements that may or may not be inferred from the passage. Select the co",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
question,c3e7a2c7-e551-48a3-b04f-cdd6edb1d8a1,2024,198,In the question below are given a statement followed by two courses of action numbered I and II. A course of action is a step or administrat,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,eccadce1-2c9a-4672-9eef-65ee4bfaeb84,skipped,no decision
question,7c9f846c-6680-4d53-a4e6-2885441011ab,2024,199,Below is given a passage followed by some assumptions: Passage: A diversified brick and mortar company recently hired a web designer and cre,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,skipped,no decision
question,7195c298-61d4-4cc7-b5ce-d9c0c7d55e0c,2024,200,"Two statements are followed by three conclusions I, II and III. You have to consider the statements to be true, even if they seem to be at v",non_ascii_suspect,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,75d64ae7-691e-4226-9c46-05d217805e7d,skipped,no decision
tag,e8c5b132-d471-4541-b34f-aad7cc6f34cb,2024,0140aef7-82c3-45de-be0d-e9286820ee7f,Odd-one-out within an arrangement,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,b53fdedd-21f5-45df-b132-c59978aae6ad,2024,0140aef7-82c3-45de-be0d-e9286820ee7f,Odd-one-out within an arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,75935e8b-6247-4424-8460-ca94d931d4e6,2024,0140aef7-82c3-45de-be0d-e9286820ee7f,Odd-one-out within an arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,b2aa8256-d9fd-4fc7-9c6a-eef9e28c84d7,2024,0140aef7-82c3-45de-be0d-e9286820ee7f,Odd-one-out within an arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,38fbaab2-7c3b-4116-b286-85e332cb9384,2024,023e18bf-9868-4996-a2c3-24a2382589b0,"Withdrawal, exit and deferment rules",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,2428e0ac-a6e7-437e-8897-58c5269c4e6a,2024,05f68c0c-9a50-48b6-b713-7393fdf49bfa,Set-based data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,8a13195c-16fe-41c8-8f4b-a720aa9163ee,2024,05f68c0c-9a50-48b6-b713-7393fdf49bfa,Set-based data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,32073618-06b8-4b09-b0f4-223a6605eb4d,2024,05f68c0c-9a50-48b6-b713-7393fdf49bfa,Set-based data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,db023e00-924d-4daf-8839-54211eb96e8c,2024,05f68c0c-9a50-48b6-b713-7393fdf49bfa,Set-based data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,4d0f907e-b585-4c0d-8998-d7d7529b4c12,2024,05f68c0c-9a50-48b6-b713-7393fdf49bfa,Set-based data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,8f6d4ed5-490e-408f-90be-4fa1eae39a3b,2024,069fdcf6-30e5-4be7-9ef2-6ae4f9631ca6,Social Stock Exchange and Social Impact Funds,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,de03d9f8-9bd8-4273-a2d5-89bdb87ab740,2024,09e4b8c2-3e2b-4633-8ec1-a58bc6867e0b,Mineral resources and mining sites,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,3973a3c4-6f5b-47fa-a782-cb5ca2a21c0a,2024,09eef279-390d-4889-a8fb-81c6961bee8a,Shortest distance by Pythagoras,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,1509fdd8-3e10-4dc9-b3d8-87f06bac0646,2024,0adcb286-28d5-4094-bb12-80f2f9e99468,Business and startup terminology,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,cc26dd75-1b43-4cdb-983e-d5fb1a89dce5,2024,0e4fdd22-0bfe-ee0a-c0bc-d74b9518afeb,Content Relevance,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,a384b1ef-50a9-4e51-85ad-b0fd7d3b1ad4,2024,0e4fdd22-0bfe-ee0a-c0bc-d74b9518afeb,Content Relevance,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,bb610bce-fa88-42cc-8a0e-b1944d11fb61,2024,1086ea3f-d400-4ef1-a31a-67b153780627,Units and scales of measurement,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,3822d3ce-eb4e-4dcf-87b1-4f861d1ebe9a,2024,10d8610d-9dbd-4f47-b301-1ed3c0d2dce6,"Income, expenditure and savings",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,988d4e03-9379-483e-944f-b8123d52b8f5,2024,14c51cd0-d60f-42bb-a584-89639d2306fa,"LCM, HCF and divisibility",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,0f897b0e-23e6-4e3d-92c9-8d43e606464e,2024,15e5b403-5be3-49c4-a4c5-8c3805cc2694,"RBI, SEBI, IRDAI, PFRDA — mandate boundaries",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,17fe990d-7e21-4d5f-a641-f15f6bf34f88,2024,15e5b403-5be3-49c4-a4c5-8c3805cc2694,"RBI, SEBI, IRDAI, PFRDA — mandate boundaries",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,1e81258b-015b-48c3-8cb2-42fc38968dd8,2024,1645100c-e158-44af-aebb-a4153dcbd931,Statutory commissions and information oversight,,spot_check,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,c8f03b31-745e-4ff7-86d9-a3cdca9f9571,2024,1959fdbb-aa4d-4d2b-ad00-2ba2ba1da295,Minimum face value — NCD and NCRPS,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,2fa3e446-5c30-4e6c-b026-154258d45447,2024,1cefdf19-0cb1-4bad-a0f3-d5cde6ee8c46,Fixed vs floating rate securities,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,e718a835-c235-48f6-92fa-532708674855,2024,1cefdf19-0cb1-4bad-a0f3-d5cde6ee8c46,Fixed vs floating rate securities,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,734134da-feb4-414b-b049-9db6b7028851,2024,23c0eda6-6163-457d-92b3-1fb9b06f4745,World affairs and geopolitical terms,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,1764e47f-ad86-4960-92df-2daaeac6a970,2024,2ba3fb21-1709-4d8b-9059-bbfee5264d8f,Letter shifting and alphabet position,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,d2880e40-d3b5-4590-b2ea-012436aded91,2024,2fd766ca-2573-4fee-99c2-fa88df93628f,Caselet data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,781daa6d-6307-4e5b-8d75-83573b533274,2024,2fd766ca-2573-4fee-99c2-fa88df93628f,Caselet data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,7f984f0d-4c85-47e0-a0c9-36788bd082c8,2024,2fd766ca-2573-4fee-99c2-fa88df93628f,Caselet data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,46774f97-86de-4d7e-80ec-8768f2951c23,2024,2fd766ca-2573-4fee-99c2-fa88df93628f,Caselet data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,47c6fe37-f243-4628-a662-7f91cc44c041,2024,2fd766ca-2573-4fee-99c2-fa88df93628f,Caselet data interpretation,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,eea2f01e-db06-4f82-aecf-a45aea0e4f2d,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,28852868-ec3e-4d9f-bff9-59b46533c85b,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,f8632427-f812-482b-8e43-7830c4bf70d5,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,4f5a98ea-e5a4-4cdd-92e5-a0cd647fa48a,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,24d8319b-1217-4128-a1e6-b6f579038223,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,693d7b92-6c77-4881-a5c0-69db9f3d1402,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,c5a77802-5596-4673-b1f3-6568f24b9038,2024,342ec4bb-5625-4398-9b44-2963d65062a4,Explicit detail retrieval,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,be79a40b-24f6-41c8-8b4b-f007089ae6ab,2024,390cb8c4-537c-469c-b3d1-14d9194d8cea,"NPCI systems — UPI, IMPS, NEFT, RTGS",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,80cb45d4-0656-4ea6-9679-07fc98e1291a,2024,39c359f9-b85b-4c3e-9a0b-e67ed39d8c4c,Priority sector lending and microfinance,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,e5ef1bd1-e4ca-4f88-827a-4166ed2c7501,2024,479587ab-2cef-4046-9da4-c0ca924e8ef6,Word formation from given letters,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,55ac91d7-478a-4ec2-9a47-5fa47dc33674,2024,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,Shifting and rearrangement machine,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,6be49a15-e62e-42d1-9a16-f61586a258cf,2024,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,Shifting and rearrangement machine,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,7bf8149b-f6c6-415d-b28c-74b9dbe9f8d3,2024,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,Shifting and rearrangement machine,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,8098b4df-f70f-4e23-a012-4118ebd44189,2024,4990ee6f-b419-42e9-8ee0-e52d5630d3a4,Shifting and rearrangement machine,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,d371a5b1-3c6a-4bc1-aa67-ba5807a576a4,2024,4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673,RBI Payments Vision and the 4Es,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,df29bdc8-71fb-4d4d-9104-39243bb9f241,2024,4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673,RBI Payments Vision and the 4Es,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,52709fb8-623a-46b4-a9b6-3c73e534f7cb,2024,4b44f9f1-8d13-4977-be4b-aa5108b10ead,Single-blank contextual cloze,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,6b0ef0dc-ffcf-4574-ad4d-9769598cebdc,2024,4d006fea-73a6-4926-bd63-2d02b64af242,Fund of Funds for Startups,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,2647abcf-8bcf-4395-a180-9955104153d3,2024,4db77fe0-323e-4f1f-88c3-f35a6c823427,Books and authors,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,c69d239c-e6bb-4fb0-b20d-19395229797b,2024,4fb4c478-d456-4d9d-ad58-08af61c9025d,Astronomy and celestial nomenclature,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,2c2b80bf-aa58-405b-9eda-2b54755ded2e,2024,53bf9a36-47c0-4473-b677-29a66d1a7bdb,Double-blank sentence completion,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,95825c5c-0f35-4155-9236-9f903e39a0c0,2024,53bf9a36-47c0-4473-b677-29a66d1a7bdb,Double-blank sentence completion,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,c9edf49d-c950-4b64-9407-c74b99172b39,2024,53bf9a36-47c0-4473-b677-29a66d1a7bdb,Double-blank sentence completion,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,b67a23cf-e832-46fd-a366-b90a60ae6c57,2024,53bf9a36-47c0-4473-b677-29a66d1a7bdb,Double-blank sentence completion,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,0fcd7831-973c-4dcb-9928-95ce1d573282,2024,55cde475-d4af-4ff7-b347-b51066736cab,Direction of one point relative to another,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,7c9180be-b0d1-4629-a501-324a1acbfcb1,2024,55cde475-d4af-4ff7-b347-b51066736cab,Direction of one point relative to another,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,a958c222-c5eb-4720-b893-481b00a2915b,2024,567b9717-73ac-46ef-bd37-671acc8420b0,Depositories and dematerialisation,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,50229369-eb44-44c7-835e-472d07144444,2024,60744a81-c455-493e-9ab8-182c50e646b7,60744a81-c455-493e-9ab8-182c50e646b7,unknown_topic,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,9e511d67-555d-44bc-8a61-d8bf4bde62fa,2024,60744a81-c455-493e-9ab8-182c50e646b7,60744a81-c455-493e-9ab8-182c50e646b7,unknown_topic,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,c7803039-c06f-4592-bab0-9219e0ef9655,2024,60744a81-c455-493e-9ab8-182c50e646b7,60744a81-c455-493e-9ab8-182c50e646b7,unknown_topic,flagged,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,aca7f6be-763c-485b-9b24-43cf9309cb7e,2024,652eb8c7-a25a-48c1-b51d-ddf64f8ede1b,Family tree puzzle with generations,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,7fae4c5e-eb73-4516-b725-824aed8374c6,2024,6b0ea750-f099-45b4-a632-5876b21840a0,Urban development and governance missions,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,d2501b53-ca1b-4bd3-b768-73f2ce344b2b,2024,6e107aa5-c9e0-4888-a7e9-862e98bea935,Month and date scheduling puzzle,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,edcc4b50-87cb-482c-9127-4695c3dc7f7a,2024,716450be-826f-428c-a51e-57101be2e9f9,"Cost price, selling price and margin",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,6885b09a-a7ba-4ec7-8ce2-cbf9536f49f5,2024,71faffff-a24e-49ae-918e-1216b65553d8,Statement and argument — strong or weak,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,42b163b2-75e5-4468-a532-2d9606c9cd4b,2024,71faffff-a24e-49ae-918e-1216b65553d8,Statement and argument — strong or weak,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,8930f521-b679-4e04-b866-b96af6f1d2b8,2024,748e1177-b18b-4e5a-9698-9aa51b57a50b,International agreements and declarations,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,ab3ef900-e711-4896-bed1-d2db703de612,2024,7571611f-335f-419f-bb07-46408833d294,Wrong-term series,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
