"row_type","row_id","paper_year","question_number_or_topic_id","text_preview","flags","sample_reason","decision","notes"
"question","195aac54-a9df-4554-b1ec-1a9e65d6cb74","2019","73","What do each of the following quotations mean to you? ??? ???Where there is righteousness in the heart, there is beauty in the character. Wh","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","e00a5596-f7c0-4f46-8035-a5bd166a7337","2019","74","You are heading the rescue operations in an area affected by severe natural calamity. Thousands of people are rendered homeless and deprived","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","ad77e3cb-c92f-4664-bc8e-f51cec0ed094","2019","75","Honesty and uprightness are the hallmarks of a civil servant. Civil servants possessing these qualities are considered as the backbone of an","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","d5f8f67e-df5a-472a-bfe6-6a9c25591a22","2019","76","An apparel manufacturing company having large number of women employees was losing sales due to various factors. The company hired a reputed","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","2071f6e6-170a-4df5-a4e6-6cdc7d7ca925","2019","77","In a modern democratic polity, there is the concept of political executive and permanent executive. Elected people's representatives form th","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","a35d8f71-472d-48c9-a194-6ee721072bda","2019","78","In one of the districts of a frontier state, narcotics menace has been rampant. This has resulted in money laundering, mushrooming of poppy ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","5a51c58b-726f-4d19-bc0b-68264257af1d","2019","79","In recent times, there has been an increasing concern in India to develop effective civil service ethics, codes of conduct, transparency mea","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"question","e21830ea-e664-47c1-9c30-dcfb6997ed9c","2019","80","??????????????? ???????????? ?????? ????????? ????????????????????? ?????? ??? Wisdom finds truth","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","ebf36c85-9e4d-4ffb-95bd-dfb5ecea871e","2019","81","??????????????? ?????? ???????????? ?????? ?????????????????? ??????, ??????????????? ?????? ????????? ???????????? ?????????????????? ?????","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","15ee3f4c-b74b-441b-a126-81a024d9ce79","2019","82","????????????????????? ?????? ????????? ?????? ???????????????????????????????? ??????, ?????? ?????????????????? ???????????? ?????? ???????","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","1968bb2c-c1b7-4b45-86b3-453bcb3b4b75","2019","83","???????????????????????????????????? ?????? ???????????? ????????? ??????????????? ???????????? ?????? ?????????????? ??? ??????????????? ??","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","be9a76cb-96b7-48dd-8f18-90ba90c8e07a","2019","84","?????????????????? ?????????????????? ???????????? ??????????????? ?????? ??????-????????? ????????????, ??????????????? ???????????? ??????","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","0352276a-1918-46da-9ed0-fda0caaadc6f","2019","85","???????????????????????? ??????????????????????????? ???????????? ?????? ?????????????????? ?????? ????????????????????? ???????????? ??????","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","dc679e35-54e9-492b-96f0-3b316c4545fa","2019","86","???????????????????????????????????? ?????????????????? ???????????? ?????? ???????????????????????? ?????? ??????????????? ?????? ?????????","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"question","0f63f836-9715-4d06-8910-55ff0007c200","2019","87","????????????????????? ?????????????????? ?????? ?????????????????? : ?????????????????? ????????? ??????????????????????????? ?????? ???????","non_ascii_suspect","flagged","needs_correction","Mojibake-corrupted punctuation (em/en-dash), confirmed 2026-08-26. Content otherwise genuine - re-type from official PDF in follow-up pass."
"tag","e1429309-fb04-4b77-9a8a-33d904def6b2","2019","005dd8c0-5f5e-4a74-8a48-49cf9de62a02","Concept of public service and the philosophical basis of governance/probity; public servants as 'trustees' of public power and financial res","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","889290a2-da92-49b8-93d5-9f025ad60ecf","2019","01bc558f-a3a3-4612-8141-f6b2019d7c9f","Gandhian mass mobilization phases (Non-Cooperation, Civil Disobedience, Quit India) and the special role of women in this phase","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","64bdb39d-15f9-4bf3-bb8a-70588be805e5","2019","028918a2-4769-4d8c-9dab-1e42fcb46b1c","French Revolution: causes, course, France under Napoleon, impact and significance for the modern world","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","07a5ba84-acdf-4e7c-b77e-52954844a3e7","2019","06fa28e7-3e83-4e92-a61a-9e4f5a5eb874","Salient features and changes within Indian society and their repercussions; diversity of India and whether 'unity in diversity' is reality o","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","6c0d5c3e-58d5-470b-8c92-4b66aa75518b","2019","06fa28e7-3e83-4e92-a61a-9e4f5a5eb874","Salient features and changes within Indian society and their repercussions; diversity of India and whether 'unity in diversity' is reality o","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","3074c6a8-2cda-472a-ab5a-0c262ce8d476","2019","07ae3ec4-010f-4705-bdb5-68bdbe632671","Coastal ecosystem management: mangroves, estuaries, coral reefs ??? importance, threats, and legal/regulatory protection approaches","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","a24fa6af-f9cd-4110-a888-c15c142bc322","2019","11da5d95-25f2-4f55-880f-f9caf1a06c7c","Biomes and aquatic life zones: forest/grassland/mountain/desert ecosystems, ocean/river/lake/wetland aquatic ecosystems, coral reefs (in Ind","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","a28e7197-b939-405c-90c3-86e34eff7219","2019","12162135-681a-4e58-87f3-31cf403b3cfb","Pressure groups and formal/informal associations: types, significance, distinction from political parties, politicisation of pressure groups","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","3a50f8c8-e1fa-4820-87ae-79e74713f4ea","2019","12feeb23-16c7-4c59-b28b-f61ce53a3053","Women-related issues: hysterectomies, workforce participation gaps, gender disparities in poverty, women in corporate roles, abortion rights","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","8af3abf8-cdd2-434f-a33d-0e1a3c140be7","2019","186b4138-a368-4b50-a566-2febb1d463e2","Components of a Citizen's Charter and steps in its formulation; concept of work culture, the Indian approach to work, methods of improving w","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","a96b3536-ede7-4bbf-98ab-4a081a11b8dc","2019","1a9b4adf-04a4-421a-895a-b97bdf52104c","Insurgency in the North-East: issues/conflicts, Assam insurgency, and resolving the Bodo issue","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","783fa244-f0d9-4c4a-95cd-9397a8677710","2019","1eb641d0-a6b8-42e8-9f46-1a3505cbcb04","Conscience vs conformity: whistleblowing dilemmas within rule-bound bureaucratic hierarchies (including the Edward Snowden case ??? legality","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","23c80e3b-27e7-4175-8932-586e8f65f26b","2019","1f074352-90a9-460f-9ec8-dcf193c6198b","Effects of globalization on Indian society: kinds of impact (economic, political, developmental, socio-cultural) and whether the impact is s","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","af902c78-c09d-4c6d-b43a-80c103c2ac55","2019","292b17cb-303e-4adb-9847-f54c6727fe18","Ecology fundamentals: types/scope, habitat and ecological niche, ecological principles/community structure, food chains/webs, energy-flow mo","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5c243541-ac40-4fa4-b39f-fee2b069d14b","2019","301095c0-baea-4fd3-963e-1de5fed159e6","Disaster management, preparedness and mitigation: community-based management, government initiatives, National Disaster Management Act 2005,","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","452256b3-ddc2-4cd9-a5ae-d73d37921599","2019","301095c0-baea-4fd3-963e-1de5fed159e6","Disaster management, preparedness and mitigation: community-based management, government initiatives, National Disaster Management Act 2005,","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","36d6ad85-e697-4ba8-be6f-eb35a4261007","2019","3162e4b3-2e3b-4032-9aae-fd72895470f2","Poverty and hunger: definitional debates across committees, poverty data, causes, urban vs rural vs feminized poverty, poverty-alleviation m","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b476270b-bb8a-461d-b5f3-65f59ce33c95","2019","31af056f-6b68-465a-a7d4-457779f961fb","Important aspects of governance, transparency and accountability: citizen-centric governance, legislative/administrative/judicial accountabi","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","cd55665e-0e64-42d4-ac18-e9157a3b4795","2019","3946ee7a-d620-4c96-9062-9b7513c72042","Information sharing, transparency and Right to Information: importance of vigilant citizens, information-sharing/participation, flaws in RTI","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","43641650-e28f-422c-882a-dbf44688b491","2019","3ae95ca7-5883-4a49-aa03-b245b9b6500a","Need and importance of government policies: growth/development, human capital formation, equality and social justice, unity and integrity, t","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","2bd84fba-6611-4ea0-8159-ab84aa83cc24","2019","3b63063a-d46d-4491-b51c-7a098483a3a0","The Revolt of 1857: causes, leaders, suppression, nature, and consequences as a watershed in British colonial policy","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","403a7b9b-7852-4c78-a488-eaa6351898d8","2019","3e04d631-ba39-4ae4-967b-288ed3a8ddb2","Basics of cyber security: types of cyber crimes, impact and required steps, ransomware incidents, India's cyber-security infrastructure, and","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","ccad8b60-4582-47b7-b4a8-e18589bd0468","2019","3eb08a5b-0910-493b-bf1d-07f0b7468836","Indian moral/spiritual exemplars used as case anchors: Mahatma Gandhi, Dr S. Radhakrishnan, Rabindranath Tagore, Swami Dayanand Saraswati, M","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","2adf2033-78f3-4999-96ba-7fd7cf239c65","2019","41ad5c1f-7129-4d6e-b241-5c67f84cfb99","Frequently cited quotation-anchors for ethics answer-writing: Gandhi's 'Seven Sins' and 'the weak can never forgive'; Socrates' 'an unexamin","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","44451970-41a4-4081-9f5e-a14f89db5ba3","2019","41ad5c1f-7129-4d6e-b241-5c67f84cfb99","Frequently cited quotation-anchors for ethics answer-writing: Gandhi's 'Seven Sins' and 'the weak can never forgive'; Socrates' 'an unexamin","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","4b7a7fb4-ed08-4dc8-9071-ad44a499d627","2019","4556998f-c48b-4404-b469-d8693d65a100","Fiscal policy: important budgetary/fiscal terms, government revenue/spending, revenue/fiscal/primary deficits and their financing","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","aca51643-13af-4d24-9d51-014d92c94606","2019","46decb7a-a9bb-4819-b8d9-0f2ec973bd38","Major powers: Russia (strategic cooperation, Russia-China impact on India), China (economic relations, water disputes, String of Pearls, Mar","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","1574831a-ff61-4f0e-ae24-97ad76930619","2019","48c3ea7e-656b-48d8-9029-300a2560c7c7","Separation of powers: features in American/UK constitutions, checks-and-balances in the Indian scheme, judicial review, and the concept's pr","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","a4413e18-0d69-4d1e-af21-50c3430894ed","2019","4c1a049f-93d8-44e1-ad99-ea91ebbd6fce","Federalism, reservation & constitutional status: Article 31C, reservation on the basis of religion/domicile, sub-categorisation of SC/OBC, r","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","39f779ed-9a57-42b6-923f-17acdd9a2cd7","2019","4c1a049f-93d8-44e1-ad99-ea91ebbd6fce","Federalism, reservation & constitutional status: Article 31C, reservation on the basis of religion/domicile, sub-categorisation of SC/OBC, r","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","1579e2ca-cdd7-49c3-8695-b30106872c6d","2019","529f8ea2-d455-4c0a-93e3-e7044ad48271","Case studies: whistleblowing, disclosure & confidentiality dilemmas: whistleblower/suspect pleading humanitarian delay, workplace-harassment","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","4fe6c634-d5ba-419f-8058-25335b5fc666","2019","555368d8-3c36-417a-9921-3c89ddef4c0d","Taxation: principles/objectives, tax system and current policy in India, GST progress, tax reforms, and retrospective taxation debates","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5e81b915-83e7-48a4-8338-f60f8e4008f0","2019","591d0f76-0890-43fe-8595-05fba92819c7","Secularism: meaning, the Indian constitutional vantage point, comparison with the Western model, Gandhian view on religion, and threats to t","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","3a04c761-9990-43ed-bf88-2fcf4c615040","2019","5b289bd3-2e90-4b04-80fd-5d9598524631","Amendment process: the Constitution's dynamic/'living document' nature (Article 368), Basic Structure Doctrine as a judicial 'safety valve',","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5be00fa0-d1ab-43ea-ace9-67d47f519c3c","2019","5f764b03-ef7f-40e1-9b42-26bc3ef4b01f","Space missions & policy: PRATUSH lunar telescope, NISAR mission, Aditya-L1, Chandrayaan-3, Indian Space Policy 2023, SSLV-D2, Artemis missio","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","687d37e8-e925-478d-a621-d75887d3d8ad","2019","62304d51-cb8d-475b-b0c4-2951d56d8505","Case studies: public-service integrity & corruption dilemmas: welfare-scheme 'ghost beneficiary' fraud amid caste sensitivities, law-enforce","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","414558fc-67cd-407b-9a8c-3a436d204fd7","2019","6354dd20-e475-4180-bf00-2e9ea8dd5cfc","Planning in India: objectives, history, Five-Year-Plan analysis, and Growth vs Development distinction (national income determination, GDP/G","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","4dcdc4b9-7cf1-4855-a036-e9349770f22a","2019","668f065b-3b15-48ea-b637-e6a9da32bf2f","Can an administrator succeed on aptitude alone, without integrity? ??? the integrity-vs-competence debate; impartiality maintenance under po","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","72471467-ad4d-4901-b70e-2570b3ef5220","2019","6ca6382e-c307-415a-b750-3e76d7f2b32a","Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessi","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","28928619-1723-4870-b8e1-90bbce52d478","2019","6ca6382e-c307-415a-b750-3e76d7f2b32a","Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessi","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","1cf133fd-582a-42d0-b41e-0501b53121ab","2019","6d5d61fa-6f33-480f-b9ce-dc13825b8dc4","Accountability vs Responsibility: distinguishing the two with a suitable example; utilisation of public funds and problems in fund release/u","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","52d3b259-6d9b-4a05-804d-b4d9007f60cb","2019","72931a61-5f04-42c2-8713-3dd02d2530e5","Public Distribution System: objectives, functioning, limitations, revamping from universal to targeted PDS, cost-benefit analysis, buffer-st","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","1fd48f28-6be0-4c73-b57b-5ef82b3cfc39","2019","83499214-66c6-447c-81dc-24f619b81279","Judiciary, rights & rule of law: right to personality, right to vote for undertrials, curative petition, tribunals in India, criminal law re","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","55e069c3-ff34-4bba-bd81-6870fc91c1b6","2019","8429938b-9911-4a70-b5ad-49e0eb336017","Oceanography: hydrological cycle, ocean floor relief (continental shelf/slope, deep sea plain, trenches, mid-oceanic ridges, seamounts, subm","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","93571e2d-af19-44f6-9025-064cccab5d94","2019","868b701a-e26f-4f03-9e46-827af0c3ea4e","Digital Public Infrastructure: open-source stacks, data-privacy safeguards, and targeted-benefit optimization (e.g. Swachh Bharat Mission's ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","efed92aa-e90b-4155-ab76-f00e79db600b","2019","908b958d-0ffc-410c-aa31-0ca2f623ed88","Food processing and related industries: scope and significance, location, upstream/downstream requirements, supply-chain management, Mega Fo","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b1d4f111-9673-4350-80be-1c7813b76f40","2019","90ed023c-e549-4e63-b13a-7f428b2fca21","Demographic transition: changes in population growth rates and distribution since Independence; population problems of developing vs develop","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","0ac61b98-97e9-4d1a-b6cc-fcc9ab448c53","2019","96f80871-5186-4d46-84f8-bb0dca95bbc6","Role of agriculture in the Indian economy: historical background and current status, cropping systems (mono-cropping, crop rotation, sequent","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","f84d4160-e738-4c11-b25b-db744b4792c2","2019","974077d9-8ad9-46bb-8d6d-6291436c76c3","Global institutions: UN structure (UNGA, UNSC and India's candidacy, ECOSOC), ICJ, UN specialised agencies (FAO, ICAO, ILO, IMO, ITU, UNESCO","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b63873e2-ed43-4050-ad8a-32c9955d1ad3","2019","97de0712-a47f-4f64-95fd-aae8066a0cd0","Himalayan geomorphology & hazards: receding Himalayan glaciers, Himalayan landslides, tectonic deformation in northern plains, Chenab Valley","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","bd91cc02-8442-4a93-80f3-cd1c3f4b56d5","2019","9bbb715b-1c54-40b4-a8ca-5fd13efe20f1","Agricultural revolutions in India: Green, White (Operation Flood), Yellow, Blue, and Golden Fibre (jute) revolutions, and the future of Indi","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5227a9e0-70e8-42d3-b68a-151ced027ff9","2019","a1983b76-2b14-4659-8a8b-0cc2f98c8b41","Water resources: underground/surface/inland/oceanic water resources, utilization patterns, water pollution, conservation techniques, river-i","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5309121d-1dea-4dd5-9456-5aac010a8bf0","2019","a1983b76-2b14-4659-8a8b-0cc2f98c8b41","Water resources: underground/surface/inland/oceanic water resources, utilization patterns, water pollution, conservation techniques, river-i","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","c545383e-2348-4347-a839-5ca1643427bb","2019","aed2b8f0-5d07-43b8-8d16-9d72b34efc31","Local government: 73rd/74th Amendment provisions, functions of municipal corporations/councils/nagar panchayats, State Election/Finance Comm","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","ee74128a-becf-45f1-a433-bca45d693a36","2019","afede5c4-a72c-4066-ab1d-a355d5e57db2","Evolution of Buddhist stupas (Sanchi, Amravati) and Gandhara, Mathura, Amravati schools of art; Gandhara sculpture's dual debt to Roman/Gree","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","e593078e-0ac5-4df9-bbc2-3268d65851db","2019","b23fb7b4-e3ee-46bd-be5e-6973dc95f363","Inclusive growth: measurement criteria, government initiatives, basic amenities (housing/drinking water/sanitation), sustainable and rural d","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","448b8432-ca72-4ae6-92b0-45f29f570b9a","2019","b8013abc-2cf1-4592-ac83-498f8b2942f2","Sustainable development: principles, measurement of sustainability/equitable resource use, sustainable-lifestyle role of the individual, and","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b275acf0-a2e5-4bf6-8320-545395cb5ca6","2019","baae92c1-8cdc-4c91-b529-3da4945c393d","Internal conflict & law-and-order: Naxal-Maoist major encounters, communal-tension mitigation, National Security Act applications, UAPA amen","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","fc154210-5ab2-42bb-96c9-dfd853ab5adf","2019","baae92c1-8cdc-4c91-b529-3da4945c393d","Internal conflict & law-and-order: Naxal-Maoist major encounters, communal-tension mitigation, National Security Act applications, UAPA amen","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","a5e0eca0-fa19-4665-b8d8-0c5b0e4639a5","2019","be23d986-564f-4405-80b9-4b16a990ffbc","Essential aptitude for civil servants; foundational values of civil services: neutrality, anonymity, accountability, integrity, humility, ad","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","8a1657fd-95b2-445f-b38e-b49bf7ec9612","2019","be23d986-564f-4405-80b9-4b16a990ffbc","Essential aptitude for civil servants; foundational values of civil services: neutrality, anonymity, accountability, integrity, humility, ad","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","b8a97d99-f206-45f4-bf2e-dcd4f6388f7e","2019","c5596c08-4ed2-4fc7-9809-3749d1d42e1d","Evolution and key principles of Indian foreign policy: determinants, NAM/NAM 2.0, Panchsheel, India's nuclear doctrine, neighbourhood-policy","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","14243a79-24b1-435c-a660-6fc77ff11cdd","2019","c958a86a-c4f3-40be-b491-35160c646f7e","Intellectual Property Rights: concept, types, international agreements/institutions, IPR regime in India, and the National IPR Policy","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","87dea299-f210-40b2-9ab7-4b07bfa9976c","2019","ca01391b-a07b-4e8a-afb3-96a2e2d29a5f","Transport and communication: land/water/air transport modes, sea routes and shipping canals, inland waterways, pipelines, and India-specific","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","8b89bad0-70fa-43a5-a66d-9fafa77b242d","2019","cabfe4d1-1f6d-4164-8209-16b3d6c15e57","'Constitutional morality': concept and how it is enforced in a democratic system; social auditing as more than financial verification ??? an","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","e8e53277-2fb5-4bd9-afed-794fb737f509","2019","cdb9967e-50a6-44eb-a6a9-8b14cc892378","Conflict of interest: definition, actual vs potential conflicts, with illustrative examples; administrative value conflicts in maintaining p","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","99aa9c3e-95fb-49b6-820f-4b3727a9f605","2019","cdee37b0-c5ff-4304-abb8-a463ced823e3","Biotechnology: genetic engineering process/applications, genomics/proteomics, RNA technologies, genome sequencing, environmental application","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","c81cc3cc-2cf1-43d2-bf59-14e033f38723","2019","d72e6038-8dad-4335-be6d-8e06c657add8","Socio-religious reform movements of the 19th century (Raja Ram Mohan Roy, Jyotirao Phule, Ishwar Chandra Vidyasagar, Ambedkar movement)","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","dcbdce45-83d8-4e25-86c7-514d10695139","2019","da722bcf-2ab7-4f91-869e-d4658ba32b6a","Industry and industrial geography: industrial development phases, iron-and-steel/textile/engineering/chemical/agro-based/paper/cement/petrol","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","7f5b9352-0d74-4999-b49d-36b47050b6a5","2019","da722bcf-2ab7-4f91-869e-d4658ba32b6a","Industry and industrial geography: industrial development phases, iron-and-steel/textile/engineering/chemical/agro-based/paper/cement/petrol","","spot_check","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","e760ee6d-f437-497c-bfd6-4c370ea14a9e","2019","db13324d-5fe6-4343-956d-716d9a769fb1","Vulnerable-sections governance: issues/challenges/solutions/laws/interventions for SC/ST/OBC/migrants/women/disabled/children/refugees/trans","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","5446088b-2b20-44f5-9c8f-5ad2f5f05866","2019","dbf46e87-df02-451f-8d34-02f628baa0d8","Towards achievement of freedom: popular struggles in the princely states, WWII and nationalist response, Partition (rise of communalism, Wav","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","bdc43f49-a4e0-4f39-b484-a2a36430c48f","2019","df4beaae-e368-4121-ae6b-7f3081679cb5","Importance of EI at the workplace and in civil services; components of EI applied to conflict resolution and crisis-time administrative comm","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","a8a96c7d-b355-4e64-8fbb-fa4d47920305","2019","e99332aa-0545-4ab5-b851-1845c178f47f","Minerals and environmental degradation: mining's direct/indirect impacts, international mining laws, and sustainable-mining regulation in In","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","78e0e62b-d053-4a1d-838e-a68d236dfb79","2019","f9a1a286-8d52-4e4a-90b9-1787bc9a221b","Case studies: crisis & resource-allocation dilemmas: drought-relief tanker capture by a 'tanker mafia', disaster resource-allocation triage ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","7e14144d-4268-490e-9aff-703c5436140d","2019","fa0f8549-786c-417d-847b-b5391e971c77","Corruption in India: extent, dimension, and response; corruption as a social evil; probity in public life; exposing corruption via civil-soc","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","268ddbcd-ece7-4ca9-8f58-812275e6954e","2019","fa0f8549-786c-417d-847b-b5391e971c77","Corruption in India: extent, dimension, and response; corruption as a social evil; probity in public life; exposing corruption via civil-soc","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
"tag","46c0d82b-c2c7-4ca2-97c1-a9a72c738ce9","2019","fd4be87b-b725-45b9-b6f1-aef0037001f7","Elections in India: salient features of the Representation of People Acts 1950/1951, electoral reforms, criminalization of politics, negativ","","","verified","Clean sweep + spot-check sample confirmed sound - bulk pass 2026-08-26"
