question_id,pyq_paper_id,year,question_number,stored_key_label,stored_key_text,upsc_key_label,upsc_key_text,solved_answer,solvable,current_correct_option_id,new_correct_option_id,applies,verdict,confidence,note
359346a6-e3b5-4d53-bade-e4076c340572,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,65,c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone","The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",yes,43189999-4d47-4dab-96c6-befe0a8f477d,,no,MATCH,high,"working: I: X=4/9 of total, Y+Z split unknown. II: Y=2/9, X,Z split unknown. Both: X=4/9, Y=2/9, Z=3/9 -> Y least."
8de740f1-cd04-4692-9283-9e85db22c812,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,66,d,The Question cannot be answered even by using both the Statements together,d,The Question cannot be answered even by using both the Statements together,The Question cannot be answered even by using both the Statements together,yes,3cadfb56-3bb7-41aa-964a-01b8afaff6ca,,no,MATCH,high,"working: Both statements consistent with any class size (e.g. 70,50 plus any number of 60s); count not determined."
412beca7-d6e9-412c-a3f5-8096b7151ab1,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,67,a,"The Question can be answered by using one of the Statements alone, but cannot be answered using the other Statement alone",a,"The Question can be answered by using one of the Statements alone, but cannot be answered using the other Statement alone","The Question can be answered by using one of the Statements alone, but cannot be answered using the other Statement alone",yes,646db55e-38d0-485c-b6a0-64f37db4b8f0,,no,MATCH,high,"working: Enumerated distinct prime triples (primes<300) with prime sum: I (sum<23) -> only (3,5,11); II (contains 5) -> 622 triples, not unique. Statement I alone suffices."
785df2f5-29ca-4566-b551-a9c30bccd030,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,68,d,The Question cannot be answered even by using both the Statements together,d,The Question cannot be answered even by using both the Statements together,The Question cannot be answered even by using both the Statements together,yes,4cc5465f-17a4-4b80-a4f1-4ae6bca42e03,,no,MATCH,high,"working: x=y=1/3: 2x+y=1, x+2y=1 integers but x+y=2/3; x=y=1 gives integer. Both together only give 3(x+y) integer."
b9eeb719-5313-41eb-ae7f-050adf8e9e80,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,69,c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",c,"The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone","The Question can be answered by using both the Statements together, but cannot be answered using either Statement alone",yes,dbadcfa8-51b9-4e6b-af5f-f143333f54d3,,no,MATCH,medium,"solve has more than one defensible reading; UPSC key selects the stored option; working: p+r=34, q=16 least so p,r>=16. Real-valued prices: I gives p<=17 (not unique), II gives p>=17 (not unique), both give p=r=17 -> c. Caveat: if prices are whole rupees and q strictly least, I alone gives p=17 and II alone gives p=17 -> b. Answer depends on integer-price assumption."
d185e37e-0419-4342-8e50-48656a9e2c10,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,70,d,The Question cannot be answered even by using both the Statements together,d,The Question cannot be answered even by using both the Statements together,The Question cannot be answered even by using both the Statements together,yes,04997698-c4dc-4106-8406-ae9170de26a8,,no,MATCH,high,"working: Adding I and II gives P>R only. Counterexamples satisfying both: (P,Q,R,S)=(5,5,4,6) P not > Q; (6,4,5,5) P>Q."
991219b8-5bbf-46b5-a499-3df34bde9b45,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,71,a,"It is the poetry, not science or religion, which recognizes and accepts imperfections in humans.",d,"In a world of violence, tyranny and bigotry, poetry is a form of dynamic resistance.",not solvable: missing passage,no,2b737b40-2466-4746-8b01-8dc2e41707a3,a6577000-a9d0-4aa9-b2f5-41f633c50b73,yes,CORRECTION,medium,"UPSC final key (d) against stored (a); not independently solvable, so the target text rests on the UPSC letter mapping to the corpus label; stem: missing passage; working: Omitted by the solver pass; added at reconciliation. The stem refers to ""the above passage"" and the passage is not present."
f595b163-eead-4799-84ef-a50ed5cbd975,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,72,d,Neither 1 nor 2,d,Neither 1 nor 2,not solvable: missing passage,no,c9564f5c-5ab6-4124-ac4a-72714554285a,,no,MATCH,medium,"stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Omitted by the solver pass; added at reconciliation. The stem refers to ""the above passage"" and the passage is not present."
c13c3151-4dbe-402b-883f-f87413d41c0a,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,73,a,"The Question can be answered by using one of the Statements alone, but cannot be answered using the other Statement alone",a,"The Question can be answered by using one of the Statements alone, but cannot be answered using the other Statement alone","The Question can be answered by using one of the Statements alone, but cannot be answered using the other Statement alone",yes,763f5c3f-7c1c-482f-b777-a5d0cd544fa5,,no,MATCH,high,"working: P=10a+b, Q=10b+a. I alone: difference 9|a-b| any of 9..72. II: 6*sum=11*diff -> 2(a+b)=3|a-b| -> {15,51}, difference 36 unique (enumerated). II alone suffices."
2ecc2229-42c2-4f48-86e0-7285bb82f553,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,74,c,Both SP and RQ,c,Both SP and RQ,Both SP and RQ,yes,115fe269-05ac-4bfc-af5d-9ed1b644696a,,no,MATCH,high,working: Main: Director or Producer. Not Producer (S) implies Director (P); not Director (R) implies Producer (Q). Both SP and RQ valid.
2aa3ea5d-24a9-4666-8b89-fd7074ffb362,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,75,d,–25,d,–25,–25,yes,f49beb54-0221-4a21-8fa3-0ecdec5ba821,,no,MATCH,high,working: Becomes 10 - 30 x 100 / 50 + 25 = 10 - 60 + 25 = -25.
d8758c57-5f4e-4a65-9706-d38c9bb03969,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,76,d,Neither 1 nor 2,d,Neither 1 nor 2,Neither 1 nor 2,yes,a9ed12fe-41ff-4cae-99d6-7ef8adb5f871,,no,MATCH,high,"stem: symbols for 'not greater'/'not less' missing in parentheses (wording suffices); working: R = not greater (<=), S = not less (>=) from wording. 1: 2x>=3y, 3x=4z -> 8z/3>=3y -> 9y<=8z, so 9y>8z false. 2: x<2y, y<=z gives x<2z only; counterexample x=1.5,y=z=1 -> x<=z false."
eccb7e80-8a4e-42e6-a6e6-236c7c39847a,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,77,a,11880,a,11880,11880,yes,34160513-002c-4bc0-a618-4540f0f11fbd,,no,MATCH,high,"working: Product of alphabet positions: 1*2*3*4=24, 5*6*7*8=1680, 9*10*11*12=11880."
6e6b13a6-a4c0-47d7-a758-441ec819b42e,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,78,d,AANERA,d,AANERA,AANERA,yes,00839284-8520-4a8f-acbe-5746c8e4480a,,no,MATCH,high,"working: Reverse word and prefix A: POT->TOP->ATOP, TRAP->PART->APART, ARENA->ANERA->AANERA."
a38a5bb3-c16e-434a-a032-6571d3cc569a,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,79,b,155,b,155,155,yes,d90ab0cf-f9de-40fe-acc5-2877ba644e45,,no,MATCH,high,"working: Term n = n(n^2+n+1): 3,14,39,84,155,258 (6*43=258 checks)."
dce199e2-b0b8-4693-951a-edfce464b095,9e191ae4-68b9-47bf-9121-6d9d468a7bc5,2024,80,b,2,b,2,2,yes,9c6f843e-cf18-41ba-9e9f-acc261f63c72,,no,MATCH,high,"working: Enumerated permutations: Q=3S -> (S,Q)=(4,12) or (5,15); T=R+S+3 unique: S=5,Q=15,R=4,T=12,P=10 -> P+R-T=2."
108c4a0e-dd96-5015-9e38-6a63b2cb5ad5,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,1,d,Classroom needs to be reimagined and teaching to be re-invented.,d,Classroom needs to be reimagined and teaching to be re-invented.,not solvable: missing passage,no,cecf377d-7679-578a-bad5-dd7fef80aa54,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
59e8ec00-7ab1-5146-bf7a-f769f784f17c,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,2,a,I only,a,I only,not solvable: missing passage,no,f88a5fa7-460e-5c65-a419-0ab49b33d7f0,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
55f57180-512f-596a-b7d3-ea6160f1e272,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,3,b,Animal-based food is far less efficient than grain/plant-based food in terms of production and utilization.,b,Animal-based food is far less efficient than grain/plant-based food in terms of production and utilization.,not solvable: missing passage,no,bcd2a64f-33ca-561c-9dd0-37dc677f6953,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
70207b87-6621-5341-82e2-01b0f629c952,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,4,b,II only,b,II only,not solvable: missing passage,no,ed6b1bd8-ce4b-50be-97e3-08da58cfeeaa,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
8125fee7-06d6-5226-a995-bb31f0c62e45,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,5,b,4,b,4,4,yes,1017792a-b8f3-5851-90bd-ea91b01f0f6e,,no,MATCH,high,"working: Factor 5: 385=5*7*11 (1), 1000=2^3*5^3 (3); no other factor has 5 -> v5=4. v7 is far larger (7,343,385,2401,77777=7*11111). n=min=4."
7477a48b-03c0-568e-b45f-81f6e3e24755,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,6,b,12,b,12,12,yes,084d4f0d-1785-5978-95ab-2e9d621ea658,,no,MATCH,high,"working: Ratios x0.5, x1, x1.5, x2, x2.5: 24*0.5=12, 12*1=12, 12*1.5=18, 18*2=36, 36*2.5=90. X=12."
f8487157-c623-59c1-b41b-af2d329a2995,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,7,b,13,b,13,14,yes,fc47e479-41f0-5424-8570-465a51f8811b,,no,MATCH,medium,"SOLVE_VS_UPSC: solve -> (c) ""14""; UPSC final key -> (b) ""13""; solve has more than one defensible reading; UPSC key selects the stored option; working: Relative speed 8 rounds/h -> meet every 7.5 min at t=7.5k min after 5:00. Window 20..120 min: k=3..16 -> 14 meetings (k=16 is exactly 7:00). If 7:00 endpoint excluded, 13 (option b). Chose inclusive 14."
a9683fd3-76c6-572b-8534-9709b658301d,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,8,b,QRPS,b,QRPS,QRPS,yes,0730664d-150b-5707-94c8-975ece29421f,,no,MATCH,high,"working: Evaluated all options with BODMAS: SPRQ=60, QRPS: 60-15*3+20/4=60-45+5=20, QRSP=61.75, SPQR=-73. Only QRPS gives 20."
9fcd2ace-7e32-5a1a-9018-6c59a615cb6d,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,9,c,20 m,c,20 m,20 m,yes,9e549b08-a50e-5c63-93af-245653cf2306,,no,MATCH,high,working: L=(v-3)*8/3.6=(v-4)*9/3.6 -> 8v-24=9v-36 -> v=12 km/h; L=9*(5/18)*8=20 m.
e258e791-e95b-5b63-a883-af8856c70622,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,10,b,9,b,9,9,yes,3a284115-9128-5388-8d4c-f45a57b54192,,no,MATCH,high,"working: 12345678987654321 = 111111111^2, so N=111111111 has 9 digits (N^2 has 17 digits -> N has 9)."
9f967de9-a961-5556-a986-50b73f1ca23e,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,11,a,The benefit of economic reforms percolates down more slowly to the agriculture sector than in other sectors of the economy.,a,The benefit of economic reforms percolates down more slowly to the agriculture sector than in other sectors of the economy.,not solvable: missing passage,no,0badb3b9-6013-5b07-8395-6fec2132146b,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
72bd302c-e9bb-5a1c-a8da-2646fc8bd2d8,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,12,d,Neither I nor II,d,Neither I nor II,not solvable: missing passage,no,e174a02d-f46c-5368-836a-f52ba738d78e,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
8282d48d-b198-5266-861b-9d2e88060a39,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,13,a,We need to free the handloom industry from the limited narrative linked to preserving cultural heritage.,a,We need to free the handloom industry from the limited narrative linked to preserving cultural heritage.,not solvable: missing passage,no,b92fcef3-698f-55a4-92d3-61d9bd21db71,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
eb26df01-89a8-582e-a5fb-036c8ae0da3b,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,14,d,Neither I nor II,d,Neither I nor II,not solvable: missing passage,no,d946c637-67f5-5d31-b47a-5319b383ea8f,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
fbaa593a-af4d-52db-a684-c8d24d0f5370,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,15,c,22,c,22,22,yes,4f8e0fed-4988-5d7c-8d46-a6d78dc48196,,no,MATCH,high,"working: Brute-force count of n in 1..100 divisible by none of 2,3,5,7,9 = 22 (1 plus numbers coprime to 210)."
3b78d920-1ca1-59b3-a1f9-0e10e45c345b,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,16,d,None of the above,d,None of the above,None of the above,yes,e4a6dfb1-b0b1-5673-af11-bfec84e51742,,no,MATCH,high,"working: max(x+y)=8+7=15; min(x-y)=4-7=-3; ratio=-5, not among 6, 15/2, -15/2."
c0de0e70-097c-59a7-81d3-3a9846516bbf,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,17,b,5,b,5,5,yes,d53c72c5-c98e-557f-9f3b-4d47ee13e4c3,,no,MATCH,high,"working: Enumerated primes p,k with p^2+k prime <30: (2,3),(2,7),(2,13),(2,19),(3,2) -> k in {2,3,7,13,19}: 5 values."
3e9c5b6a-8789-5a61-80e1-5b989ad97402,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,18,d,More than 8,d,More than 8,More than 8,yes,c2fb7dcc-a4bc-5419-9dec-d8dc5b19e5d7,,no,MATCH,high,"working: 1001=7*11*13. Enumerated triples of divisors with LCM 1001, HCF 1: 40 unordered multisets, 32 with three distinct numbers; either way >8."
bd2d5195-3a61-5b2d-9dad-51d86a6e83c0,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,19,b,3,b,3,3,yes,382acf70-eb76-5053-ac87-0cb1caf892fe,,no,MATCH,high,"working: Enumerated distinct non-zero digits, Q=3, T<6, PQR-PS=PPT: 132-17=115, 132-18=114, 134-19=115 -> (R,S) in {(2,7),(2,8),(4,9)}: 3."
6adfd0f3-51ac-507e-ad74-8a4ae59d6597,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,20,c,"B, C, B, A, C",c,"B, C, B, A, C","B, C, B, A, C",yes,8675502b-e730-52c9-b449-ac264e599e91,,no,MATCH,high,"working: Filling B,C,B,A,C gives ABBCCC ABBCCC ABBCCC (block repeated thrice). Other options break repetition."
ca729d21-0ec6-5162-9270-ed8d23b20b9a,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,21,d,India needs to formulate effective climate change mitigation and adaptation strategies at the State/region level.,d,India needs to formulate effective climate change mitigation and adaptation strategies at the State/region level.,not solvable: missing passage,no,e9225c45-2117-5d72-b27f-ef7e35aaed7b,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
318fd4c0-c121-5434-8dac-58308680ec3c,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,22,a,I only,a,I only,not solvable: missing passage,no,cbdddd36-ded9-5e95-9511-2352d5dcf5b8,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
b3727889-d911-57f0-ac72-e5f5caca79da,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,23,d,"Insecurity, more than poverty, is the main economic issue that Government policies must address.",d,"Insecurity, more than poverty, is the main economic issue that Government policies must address.",not solvable: missing passage,no,137c81f8-87f5-5b2a-ae29-42b660e19862,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
08bbf282-55d6-5521-909c-9ee51ffc9c6a,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,24,a,I only,a,I only,not solvable: missing passage,no,a7e2eb87-d884-5a85-9ad2-038a1894ea70,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
971766b8-1e5a-5212-821e-fb13b4ff2d71,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,25,c,Both I and II,c,Both I and II,Both I and II,yes,47aa3f8b-6c3a-5964-b320-7fb07d4eb39a,,no,MATCH,high,working: 60=3*4*5 -> cuts (3-1)+(4-1)+(5-1)=9 (minimum). Unpainted interior=(3-2)(4-2)(5-2)=6. Both correct.
526f5a2c-bff1-59c2-a869-5af93c6415d5,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,26,c,65,c,65,65,yes,2e59e277-c90a-516f-88cc-95fdcb1fce12,,no,MATCH,high,"working: a*b=sqrt(a^2+b^2): 7,24->25; 12,16->20; 16,63->sqrt(256+3969)=65."
bdfc9c1b-e68d-509a-aacb-a46d1968a8d8,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,27,b,200 km,b,200 km,200 km,yes,37cd9f1e-4af3-5ccb-9543-dbf912b8ae11,,no,MATCH,high,working: Old spend=2200/16*90=12375. New price 99 -> litres=125 -> km=125*16=2000. Reduce 200 km.
3d20473e-509e-569a-8693-c2905c62bc94,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,28,c,1078,c,1078,1078,yes,dc4f1c9f-7a63-52b8-bd7d-a23250c4173b,,no,MATCH,high,working: Remainder = divisor-2 each time -> N = 90k-2 (LCM 90). Smallest 4-digit: 90*12-2=1078.
d0ca1c1f-974d-5165-b167-4a06c9ec477d,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,29,d,Neither I nor II,d,Neither I nor II,Neither I nor II,yes,4e2121e3-76f1-5553-9244-bc420179b9cf,,no,MATCH,high,"working: I: B>C<D>E gives no B-E relation (not always). II: S=T<=U=V gives S<=V, equality possible, so not always less. Neither."
b42d9250-b047-5b0f-9fbb-b350cb818e13,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,30,c,5,c,5,5,yes,f104c946-ed3a-5a2d-a609-a02aa6a0c12a,,no,MATCH,high,working: Product of odd numbers including 5 -> odd multiple of 5 -> unit digit 5.
a606923b-e693-561f-ae15-d81ccebedd10,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,31,c,"Sustenance of livelihood and degradation of ecosystem while being together exacerbate one another, leading to conflicts and imbalance.",c,"Sustenance of livelihood and degradation of ecosystem while being together exacerbate one another, leading to conflicts and imbalance.",not solvable: missing passage,no,29f3c500-538d-50a1-b8c3-f57343f9859d,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
f1f5296e-3f1a-526a-8011-376c5e04ee5d,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,32,d,Neither I nor II,d,Neither I nor II,not solvable: missing passage,no,234e0ce5-ca27-5e0e-966f-e5e24440629b,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
3fc4323c-288c-5337-ac91-91069f5f5600,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,33,d,Timing plays a crucial role in the case of green technology development.,d,Timing plays a crucial role in the case of green technology development.,not solvable: missing passage,no,2fe03561-5efc-5119-8c25-477b7aa1661c,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
1b5393a8-e294-58dc-88c4-18ab8f155031,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,34,c,Both I and II,c,Both I and II,not solvable: missing passage,no,a4757164-fc5a-5bea-bdc0-bf29f3d6e7f0,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: Stem refers to a passage that is not included in question_text; cannot be answered without it.
51f0367d-818b-5b98-b34d-151d9bc466a7,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,35,c,8,c,8,8,yes,d2f12add-da08-5241-a2f6-32cc2dfe6337,,no,MATCH,high,"working: Enumerated N<50 with three distinct divisors summing to N: 6,12,18,24,30,36,42,48 -> 8 (multiples of 6: N/2+N/3+N/6)."
fccc2486-9218-5a14-ae0b-554aa2e6b040,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,36,d,More than 6,d,More than 6,"no option matches: Enumerated primes <20 with p-q=q-r. Distinct primes only: triples (3,5,7),(3,7,11),(5,11,17),(3,11,19),(7,13,19) -> sums",yes,a29ae6ea-5f88-5625-978f-1ccaae98a435,,no,MATCH,medium,"stored key equals UPSC key by letter; not independently solvable; working: Enumerated primes <20 with p-q=q-r. Distinct primes only: triples (3,5,7),(3,7,11),(5,11,17),(3,11,19),(7,13,19) -> sums {15,21,33,39}: 4 (option a). If p=q=r allowed: adds 6,9,51,57 -> 8 values (option d, More than 6). Answer depends on whether primes must be distinct."
6a32a9c7-a091-5a34-994d-2264c58b7bcd,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,37,c,Three,c,Three,Three,yes,0b766051-4130-58f5-a130-9ada327f4487,,no,MATCH,high,"working: Solutions (3,3,3),(2,4,4),(2,3,6) and permutations -> sums {9,10,11}: three values."
b717f035-63d3-56fd-9345-fef12e7a63c3,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,38,b,"July, April",b,"July, April","July, April",yes,b7c08be7-296e-57cc-adbc-09a264a70734,,no,MATCH,high,"working: Month numbers 1,1,12,10,X,3,10,Y,9 step back by 0,1,2,3,4,5,6,7 (mod 12): 10-3=7 July, 3-5=10 Oct ok, 10-6=4 April, 4-7=9 Sept ok."
099188fa-547f-578e-af4e-ab51763167d5,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,39,d,Cannot be determined,d,Cannot be determined,Cannot be determined,yes,468547df-4c09-5a77-a6fd-43086edbb35b,,no,MATCH,high,"working: Y took 18 overs, rate N/18; 1.5x rate = N/12 -> ties in 12 overs for every N. Condition is an identity, N not determined."
df740ba9-3ecf-5245-8420-97ae001e1ca1,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,40,a,p(10⁴ – k²)² = q × 10⁸,a,p(10⁴ – k²)² = q × 10⁸,p(10⁴ – k²)² = q × 10⁸,yes,df677a44-7fe6-59d3-a693-38dc8a095c0a,,no,MATCH,high,working: q=p(1+k/100)^2(1-k/100)^2=p(10^4-k^2)^2/10^8 -> p(10^4-k^2)^2 = q*10^8.
30bf27a7-228b-5352-a77d-f0066dbdbfe2,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,41,b,The present calculation of inflation rate does not correctly measure price rise of individual item/commodity.,b,The present calculation of inflation rate does not correctly measure price rise of individual item/commodity.,not solvable: missing passage,no,bcfd55c1-1856-52a8-8c2e-74c0fee640a9,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: passage not present; reading-comprehension question cannot be answered from the stem alone
3fdd07ff-9408-5b7f-a8f2-e3822b7cf289,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,42,d,Trust is important though it entails risk.,d,Trust is important though it entails risk.,not solvable: missing passage,no,3dbf65c8-0a86-5cf4-b32a-9312e9b02034,,no,MATCH,medium,stored key equals UPSC key by letter; not independently solvable; stem: missing passage; working: passage not present; reading-comprehension question cannot be answered from the stem alone
8b22e00b-41f3-57e3-b21a-f0d72cef0cf2,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,43,d,The Question cannot be answered even using any of the Statements.,d,The Question cannot be answered even using any of the Statements.,The Question cannot be answered even using any of the Statements.,yes,62a9aec0-6466-5903-9cf5-a6017a5ccdc8,,no,MATCH,high,working: I alone: Q may also score in last 10 min. II alone: no P info. Together: at 10-min mark Q led by 3 so Q had 3 or 4 then. Case Q 3-0 then Q scores 1: 4-4 draw. Case Q 4-1: P ends 5-4 win. Not determinable.
4115ee5b-d67d-59c7-8a51-f4d6ec494e28,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,44,b,The Question can be answered by using either Statement alone.,b,The Question can be answered by using either Statement alone.,The Question can be answered by using either Statement alone.,yes,2de347e9-a215-52ea-9dc3-c7b3f08148fb,,no,MATCH,high,"working: (p+q)^2-4pq=(p-q)^2 >0 iff p!=q. I alone gives p!=q -> yes; II alone gives p!=q -> yes. Without statements p=q possible, so d is false. Either alone suffices."
11b44cbd-6c88-579b-8394-c58cafe0a7a2,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,45,d,Cannot be determined due to insufficient data,d,Cannot be determined due to insufficient data,Cannot be determined due to insufficient data,yes,c6d84a40-2923-520c-967c-f451e3669462,,no,MATCH,high,"working: X/Y=Y/Z, X+Y+Z=37 integer enumeration: (9,12,16) and (16,12,9) (plus degenerate zero cases). Both increasing and decreasing orders possible -> cannot be determined."
71b2d2bb-3629-5ea2-8b5f-f3031726e1be,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,46,c,Value-I = Value-II,c,Value-I = Value-II,Value-I = Value-II,yes,be8de7ab-47da-5be2-9e83-5e36f891cde4,,no,MATCH,high,"working: Sum 10: max product 25 at p=q=5; p=5,q=5 satisfies p>=-6,q>=-4 and constrained max cannot exceed unconstrained max 25. Value-I=Value-II=25."
e70186cc-ea81-53a2-8dad-1503c38b526d,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,47,c,Value-I = Value-II,c,Value-I = Value-II,Value-I = Value-II,yes,f88ec5e9-f495-5946-9606-fd54e9bcf1b9,,no,MATCH,high,working: Value-I: -5..5 average 0 (minimum). Value-II: 0..10 product 0 (minimum since non-negative). Equal.
62c33523-061f-552f-8ea8-94afdf284221,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,48,a,k,a,k,k,yes,1c0d071c-dbee-5df4-bf6a-fd9e5d52794b,,no,MATCH,high,"working: p=k+d, q=k-d, p+q+r=3k -> r=k."
15159d2a-b2de-570a-bcbb-ee007be54556,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,49,a,I only,a,I only,I only,yes,e5c6054b-a77e-53f5-84fc-77b49731ac54,,no,MATCH,high,working: 0<x<1: x^2>x^3 true (x^2(1-x)>0); x>sqrt(x) false.
7440c9f0-ffd2-5cfa-8622-61309771ad42,505b29a0-0d4d-5230-88aa-3bbc525a6db5,2025,50,c,There can be more than one such number.,c,There can be more than one such number.,There can be more than one such number.,yes,13b05c3a-0a29-5aff-8126-ed326bae64ae,,no,MATCH,high,"working: 9 integers strictly between; e.g. 5,15 -> {10} (one); 1,11 -> {5,10} (two). So can be more than one. Interprets 'between' as exclusive; inclusive gives 2 or 3, same option c."
