source,file,year,paper,question_number,paper_local_number,global_number,en_len,verdict,best_score,best_other_score,best_other_year,best_other_paper,ocr_derived,scoring_pass
unlockias,upsc-mains-2016.json,2016,GS1,Q15,15,15,124,unverifiable,,54.5,2020,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q16,16,16,79,unverifiable,,56.4,2018,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q17,17,17,111,unverifiable,,57.9,2016,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q18,18,18,80,unverifiable,,55.1,2021,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q19,19,19,92,unverifiable,,56.7,2023,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS1,Q20,20,20,156,unverifiable,,53.2,2018,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q1,1,21,240,exact,100.0,53.8,2013,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q2,2,22,123,exact,100.0,53.8,2014,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q3,3,23,152,exact,100.0,54.4,2026,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q4,4,24,210,exact,100.0,49.5,2016,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q5,5,25,344,exact,98.8,50.0,2026,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q6,6,26,79,exact,100.0,60.5,2023,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q7,7,27,131,exact,100.0,51.2,2020,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q8,8,28,261,exact,98.4,52.5,2026,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q9,9,29,74,exact,100.0,54.2,2017,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q10,10,30,209,exact,100.0,50.2,2013,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q11,11,31,109,exact,100.0,56.5,2015,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q12,12,32,180,exact,100.0,51.7,2021,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q13,13,33,261,exact,98.4,49.6,2023,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q14,14,34,122,exact,100.0,58.1,2026,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q15,15,35,183,exact,100.0,55.3,2018,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q16,16,36,123,exact,100.0,52.9,2016,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q17,17,37,264,exact,100.0,48.8,2026,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q18,18,38,108,exact,100.0,56.6,2014,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q19,19,39,134,exact,100.0,54.1,2026,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS2,Q20,20,40,269,exact,99.6,50.4,2022,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q1,1,41,176,exact,100.0,53.4,2017,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q2,2,42,193,exact,100.0,50.0,2026,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q3,3,43,240,exact,100.0,48.9,2020,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q4,4,44,199,exact,100.0,50.8,2016,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q5,5,45,171,exact,100.0,54.4,2017,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q6,6,46,107,exact,99.0,54.3,2019,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q7,7,47,89,exact,96.6,52.9,2019,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q8,8,48,188,exact,100.0,52.7,2026,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q9,9,49,146,exact,100.0,54.9,2023,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q10,10,50,214,exact,98.1,52.9,2023,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q11,11,51,165,exact,97.5,54.0,2013,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q12,12,52,237,exact,100.0,49.8,2016,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q13,13,53,250,exact,98.4,49.6,2014,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q14,14,54,212,exact,100.0,60.8,2017,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q15,15,55,203,exact,99.0,60.3,2014,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q16,16,56,176,exact,100.0,51.6,2013,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q17,17,57,218,exact,97.7,50.7,2022,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q18,18,58,166,exact,100.0,53.1,2021,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q19,19,59,130,exact,100.0,53.9,2026,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS3,Q20,20,60,105,exact,100.0,57.4,2017,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q1,1,61,296,exact,100.0,49.5,2014,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q1,2,62,1464,exact,100.0,46.5,2021,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q2,3,63,62,exact,100.0,59.0,2023,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q2,4,64,978,exact,100.0,46.6,2023,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q3,5,65,548,exact,100.0,46.8,2019,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q3,6,66,1210,exact,99.8,47.6,2022,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q4,7,67,93,exact,100.0,54.3,2023,GS3,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q4,8,68,950,exact,100.0,46.2,2017,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q5,9,69,195,exact,100.0,58.6,2021,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q5,10,70,738,exact,100.0,47.4,2017,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q6,11,71,203,exact,100.0,52.3,2026,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q6,12,72,1533,exact,98.6,47.7,2023,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q7,13,73,47,exact,100.0,60.9,2018,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q8,14,74,69,exact,100.0,61.8,2014,GS2,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q9,15,75,93,exact,100.0,71.8,2022,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q10,16,76,248,exact,100.0,49.2,2022,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q11,17,77,93,exact,98.9,54.3,2020,GS4,true,phase3
unlockias,upsc-mains-2016.json,2016,GS4,Q12,18,78,158,exact,100.0,53.3,2016,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q1,1,1,125,unverifiable,,53.2,2018,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q2,2,2,169,unverifiable,,53.3,2018,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q3,3,3,91,unverifiable,,52.2,2013,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q4,4,4,103,unverifiable,,55.9,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q5,5,5,152,unverifiable,,51.7,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q6,6,6,138,unverifiable,,53.3,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q7,7,7,130,unverifiable,,55.1,2021,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q8,8,8,80,unverifiable,,54.4,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q9,9,9,164,unverifiable,,52.8,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q10,10,10,175,unverifiable,,50.9,2016,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q11,11,11,152,unverifiable,,51.0,2026,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q12,12,12,156,unverifiable,,51.0,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q13,13,13,101,unverifiable,,56.2,2014,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q14,14,14,119,unverifiable,,53.4,2013,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q15,15,15,151,unverifiable,,50.0,2015,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q16,16,16,155,unverifiable,,51.0,2016,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q17,17,17,84,unverifiable,,54.2,2016,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q18,18,18,154,unverifiable,,51.7,2014,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q19,19,19,46,unverifiable,,60.0,2013,GS1,true,phase3
unlockias,upsc-mains-2017.json,2017,GS1,Q20,20,20,91,unverifiable,,60.0,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q1,1,21,232,unverifiable,,50.7,2016,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q2,2,22,118,unverifiable,,56.4,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q3,3,23,179,unverifiable,,58.3,2015,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q4,4,24,113,unverifiable,,58.0,2014,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q5,5,25,217,unverifiable,,51.9,2026,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q6,6,26,175,unverifiable,,50.9,2013,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q7,7,27,191,unverifiable,,51.3,2013,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q8,8,28,204,unverifiable,,52.5,2016,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q9,9,29,171,unverifiable,,56.2,2023,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q10,10,30,248,unverifiable,,50.2,2026,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q11,11,31,277,unverifiable,,51.3,2023,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q12,12,32,166,unverifiable,,50.9,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q13,13,33,215,unverifiable,,49.8,2015,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q14,14,34,219,unverifiable,,48.6,2017,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q15,15,35,241,unverifiable,,50.4,2019,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q16,16,36,203,unverifiable,,52.5,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q17,17,37,174,unverifiable,,54.4,2020,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q18,18,38,144,unverifiable,,53.6,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q19,19,39,174,unverifiable,,51.7,2013,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS2,Q20,20,40,211,unverifiable,,51.7,2026,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q1,1,41,164,exact,100.0,52.5,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q2,2,42,154,exact,100.0,57.0,2016,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q3,3,43,181,exact,100.0,50.6,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q4,4,44,172,exact,98.8,52.4,2016,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q5,5,45,177,exact,98.9,50.0,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q6,6,46,204,exact,100.0,49.5,2013,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q7,7,47,179,exact,100.0,49.7,2014,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q8,8,48,218,orphan,82.4,50.9,2015,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q9,9,49,239,exact,100.0,50.4,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q10,10,50,178,exact,100.0,51.7,2018,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q11,11,51,254,exact,99.2,48.0,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q12,12,52,155,exact,100.0,51.6,2016,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q13,13,53,296,exact,100.0,49.1,2023,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q14,14,54,177,exact,100.0,53.8,2015,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q15,15,55,161,exact,100.0,51.3,2021,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q16,16,56,295,exact,100.0,53.6,2016,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q17,17,57,152,exact,100.0,51.0,2016,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q18,18,58,165,exact,100.0,54.6,2014,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q19,19,59,87,exact,100.0,55.8,2016,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS3,Q20,20,60,175,exact,100.0,54.1,2026,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q1,1,61,104,exact,100.0,55.9,2026,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q1,2,62,136,exact,100.0,54.5,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q2,3,63,206,exact,100.0,51.2,2016,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q2,4,64,941,exact,100.0,47.7,2014,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q3,5,65,266,exact,100.0,55.4,2014,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q3,6,66,701,exact,100.0,49.6,2014,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q4,7,67,241,exact,100.0,49.6,2018,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q4,8,68,452,exact,99.5,48.1,2020,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q5,9,69,138,exact,100.0,50.7,2017,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q5,10,70,961,exact,100.0,48.3,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q6,11,71,115,exact,100.0,54.9,2015,GS2,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q6,12,72,573,exact,100.0,49.2,2021,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q7,13,73,181,variant,94.1,55.6,2013,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q8,14,74,70,exact,100.0,62.3,2023,GS3,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q9,15,75,323,exact,97.4,48.9,2026,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q11,16,76,239,exact,100.0,93.4,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q12,17,77,89,exact,100.0,62.1,2022,GS4,true,phase3
unlockias,upsc-mains-2017.json,2017,GS4,Q13,18,78,100,exact,100.0,57.7,2026,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q1,1,1,110,unverifiable,,52.8,2026,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q2,2,2,72,unverifiable,,58.6,2014,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q3,3,3,87,unverifiable,,55.8,2026,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q4,4,4,144,unverifiable,,51.4,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q5,5,5,102,unverifiable,,55.4,2014,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q6,6,6,119,unverifiable,,57.6,2016,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q7,7,7,126,unverifiable,,52.5,2026,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q8,8,8,155,unverifiable,,53.3,2018,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q9,9,9,113,unverifiable,,54.1,2018,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q10,10,10,167,unverifiable,,50.9,2026,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q11,11,11,96,unverifiable,,59.6,2014,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q12,12,12,168,unverifiable,,52.1,2026,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q13,13,13,114,unverifiable,,54.5,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q14,14,14,138,unverifiable,,52.2,2023,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q15,15,15,100,unverifiable,,56.1,2016,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q16,16,16,75,unverifiable,,63.9,2014,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q17,17,17,128,unverifiable,,56.0,2020,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q18,18,18,60,unverifiable,,59.3,2023,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q19,19,19,64,unverifiable,,57.1,2023,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS1,Q20,20,20,100,unverifiable,,56.2,2013,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q1,1,21,160,exact,100.0,51.3,2023,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q2,2,22,194,exact,100.0,50.3,2016,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q3,3,23,142,exact,96.4,51.4,2016,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q4,4,24,146,exact,99.3,53.2,2013,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q5,5,25,194,exact,100.0,51.3,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q6,6,26,206,exact,100.0,53.0,2026,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q7,7,27,195,exact,100.0,50.8,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q8,8,28,190,exact,100.0,61.3,2026,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q9,9,29,154,exact,100.0,52.3,2020,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q10,10,30,194,exact,100.0,50.5,2026,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q11,11,31,247,exact,98.0,49.2,2014,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q12,12,32,122,exact,100.0,51.7,2020,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q13,13,33,188,exact,100.0,50.3,2019,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q14,14,34,158,exact,100.0,57.5,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q15,15,35,225,exact,100.0,51.4,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q16,16,36,116,exact,99.1,54.1,2013,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q17,17,37,200,exact,100.0,54.6,2016,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q18,18,38,111,exact,100.0,53.2,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q19,19,39,147,exact,100.0,56.6,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS2,Q20,20,40,146,exact,100.0,56.9,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q1,1,41,126,exact,98.4,53.6,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q2,2,42,130,exact,100.0,51.2,2013,GS1,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q3,3,43,186,exact,100.0,51.7,2020,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q4,4,44,167,exact,100.0,50.0,2023,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q5,5,45,161,exact,98.1,54.7,2023,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q6,6,46,106,exact,100.0,52.9,2026,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q7,7,47,191,exact,100.0,49.5,2019,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q8,8,48,146,exact,99.3,55.6,2015,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q9,9,49,133,exact,100.0,50.4,2016,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q10,10,50,132,exact,100.0,53.8,2018,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q11,11,51,146,exact,100.0,54.2,2026,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q12,12,52,222,exact,100.0,50.0,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q13,13,53,143,exact,100.0,55.1,2023,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q14,14,54,111,exact,100.0,56.1,2013,GS1,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q15,15,55,122,exact,100.0,50.4,2026,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q16,16,56,212,exact,99.5,47.3,2021,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q17,17,57,190,exact,100.0,51.4,2019,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q18,18,58,229,exact,100.0,48.9,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q19,19,59,315,exact,100.0,48.6,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS3,Q20,20,60,311,exact,99.3,48.7,2018,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q1,1,61,135,exact,100.0,53.8,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q1,2,62,388,exact,100.0,48.1,2016,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q2,3,63,115,exact,100.0,57.1,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q2,4,64,1379,exact,98.9,46.4,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q3,5,65,83,exact,100.0,55.8,2019,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q3,6,66,1000,exact,100.0,46.7,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q4,7,67,93,exact,100.0,51.1,2016,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q4,8,68,1663,exact,100.0,46.8,2020,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q5,9,69,260,exact,100.0,52.0,2017,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q5,10,70,1126,exact,100.0,47.3,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q6,11,71,207,exact,100.0,52.7,2019,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q6,12,72,1237,exact,100.0,47.7,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q7,13,73,223,exact,100.0,49.3,2023,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q8,14,74,75,exact,100.0,60.8,2021,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q9,15,75,213,exact,100.0,50.5,2026,GS3,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q10,16,76,131,exact,100.0,54.3,2022,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q11,17,77,82,exact,100.0,66.2,2023,GS4,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q12,18,78,141,exact,100.0,57.0,2020,GS2,true,phase3
unlockias,upsc-mains-2018.json,2018,GS4,Q13,19,79,1424,exact,99.9,46.9,2022,GS4,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q1,1,1,131,unverifiable,,55.8,2018,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q2,2,2,123,unverifiable,,54.1,2018,GS4,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q3,3,3,114,unverifiable,,54.9,2018,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q4,4,4,105,unverifiable,,57.7,2013,GS1,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q5,5,5,82,unverifiable,,56.8,2016,GS3,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q6,6,6,147,unverifiable,,52.4,2017,GS3,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q7,7,7,74,unverifiable,,53.4,2013,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q8,8,8,107,unverifiable,,50.5,2016,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q9,9,9,53,unverifiable,,57.7,2018,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q10,10,10,70,unverifiable,,60.9,2022,GS4,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q11,11,11,79,unverifiable,,61.5,2016,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q12,12,12,101,unverifiable,,58.0,2020,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q13,13,13,78,unverifiable,,58.4,2016,GS2,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q14,14,14,98,unverifiable,,55.2,2022,GS4,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q15,15,15,168,unverifiable,,50.6,2018,GS3,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q16,16,16,102,unverifiable,,53.5,2013,GS1,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q17,17,17,137,unverifiable,,54.4,2018,GS3,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q18,18,18,171,unverifiable,,55.6,2017,GS3,true,phase3
unlockias,upsc-mains-2023.json,2023,GS1,Q19,19,19,86,unverifiable,,57.6,2013,GS4,true,phase3
